Title,Category,Questions Average BLEU,Options Average BLEU
"Why should you read ""Lord of the Flies"" by William Golding? - Jill Dash","Design, Engineering & Technology",0.741095276,0
Why do we dream? - Amy Adkins,"Design, Engineering & Technology",0.716919578,0.411176286
An introduction to mathematical theorems - Scott Kennedy,Numbers & Operations,0.719232589,0.390718244
The moon illusion - Andrew Vanden Heuvel,Earth and Space Science,0.763031303,0.279488672
Why is Mount Everest so tall? - Michele Koppes,Science & Technology,0.811957061,0.388777885
This is what happens when you hit the gas - Shannon Odell,History,0.711366605,0.548507164
If superpowers were real: Super speed - Joy Lin,Life Sciences,0.711596309,0.369761238
How one journalist risked her life to hold murderers accountable - Christina Greer,Psychology,0.735256369,0.500917945
What can DNA tests really tell us about our ancestry? - Prosanta Chakrabarty,Social Studies,0.697712987,0.887343546
Plato's Allegory of the Cave - Alex Gendler,Philosophy,0.711587002,0.233110687
Is math discovered or invented? - Jeff Dekofsky,Mathematics,0.761284181,0.243955733
The Silk Road: Connecting the ancient world through trade - Shannon Harris Castelo,Social Studies,0.733865887,0.307022797
Which type of milk is best for you? - Jonathan J. O'Sullivan & Grace E. Cunningham,Health,0.748161444,0.560273493
The infamous and ingenious Ho Chi Minh Trail - Cameron Paterson,History,0.727288978,0.459794588
How good is your eyesight? A test!,Teaching & Education,0.661158084,0.435162635
Artemisia Gentileschi: The woman behind the paintings - Allison Leigh,The Arts,0.666415805,0.550735905
The myth of Cupid and Psyche - Brendan Pelsue,Literature,0.707179955,0.338720291
The surprising reason our muscles get tired - Christian Moro,Science & Technology,0.745069813,0.723679342
How do contraceptives work? - NWHunter,Sex Education,0.685824108,1
Vowel-rr | Learn to read,Literature & Language,0.71983961,0.605358423
Why should you read Edgar Allan Poe? - Scott Peeples,Literature & Language,0.752365658,0.429131267
How blood pressure works - Wilfred Manzano,Health,0.856623859,0.431374876
How to set the table - Anna Post,Organization and Time Management,0.739025638,0.385612463
How to build a fictional world - Kate Messner,Life Sciences,0.678751259,0.372186364
The ethical dilemma of self-driving cars - Patrick Lin,The Arts,0.713449109,0.234117836
How small are we in the scale of the universe? - Alex Hofeldt,Earth and Space Science,0.752854294,0.531436308
What is d??j?? vu? What is d??j?? vu? - Michael Molina,Psychology,0.775476142,0.234134951
Why it's so hard to cure HIV/AIDS - Janet Iwasa,Medical Conditions,0.801603909,0.218002365
What is verbal irony? - Christopher Warner,Literature,0.728638685,0.365072299
The power of the placebo effect - Emma Bryce,Growth & Development,0.700566211,0.388975819
How labor unions shape society - Margaret Levi,Social Studies,0,0
How does your brain respond to pain? - Karen D. Davis,Life Sciences,0.727294277,0.440910589
The breathtaking courage of Harriet Tubman - Janell Hobson,Social Studies,0.779211027,0.672871327
Frida Kahlo: The woman behind the legend - Iseult Gillespie,The Arts,0.723198167,0.513139769
How does this all-female species reproduce? - Susana Freitas and Darren Parker,Science & Technology,0.780049215,0.454009726
Why no aquarium has a great white shark,Science & Technology,0.706227865,0.41984343
The Boltzmann brain paradox - Fabio Pacucci,Thinking & Learning,0.733318953,0.250035887
The left brain vs. right brain myth - Elizabeth Waters,Life Sciences,0.703617146,0.305083638
The Akune brothers: Siblings on opposite sides of war - Wendell Oshiro,Social Studies,0.731982756,0.24331115
What would happen if every human suddenly disappeared? - Dan Kwartler,Science & Technology,0.715976929,0.367781853
Would winning the lottery make you happier? - Raj Raghunathan,Emotional Health,0.737799857,0.412468161
Vermicomposting: How worms can reduce our waste - Matthew Ross,Environmental Science,0.773282049,0.518124976
How sugar affects the brain - Nicole Avena,Nutrition,0.697791406,0.471449783
How do we create a better economy?,Business & Economics,0.681613183,0.434982352
How to write descriptively - Nalo Hopkinson,Health,0.692980936,0.458354797
How the Suez Canal changed the world - Lucia Carminati,"Design, Engineering & Technology",0.740454016,0.580370679
Shakespearean dating tips - Anthony John Peters,Literature,0.733121466,0.44888973
Can you solve the birthday cake riddle? - Marie Brodsky,Mathematics,0.726588777,0.350370584
Can you solve the risky disk riddle? - James Tanton,Thinking & Learning,0.702426784,1
How do we study the stars? - Yuan-Sen Ting,Science & Technology,0.690104375,0.320095782
The rise and fall of Italy's warriors-for-hire - Stephanie Honchell Smith,Social Studies,0.709428964,0.542291799
How Mendel's pea plants helped us understand genetics - Hortensia Jim??nez Diaz,Life Sciences,0.751812244,0.675813263
How does the thyroid manage your metabolism? - Emma Bryce,Health,0.69872653,0.430486584
This one weird trick will get you infinite gold - Dan Finkel,Thinking & Learning,0.714759264,0.377249819
5 tips to improve your critical thinking - Samantha Agoos,Thinking & Learning,0.788439616,0.410244225
The rise and fall of the medieval Islamic Empire - Petra Sijpesteijn & Birte Kristiansen,Social Studies,0.743489341,0.179447472
A brief history of graffiti - Kelly Wall,Visual Arts,0.743801467,0.546415423
How the Normans changed the history of Europe - Mark Robinson,Social Studies,0.761446746,0.259799087
How languages evolve - Alex Gendler,Linguistics,0.710925504,0.319571538
How does caffeine keep us awake? - Hanan Qasim,Life Sciences,0.728775755,0.523631948
5 dangerous things you should let your kids do,Health,0.730138743,0.369609373
"Everything you need to know to read Homer's ""Odyssey"" - Jill Dash",Literature,0.805885629,0.242602889
Should we eat bugs? - Emma Bryce,Earth and Space Science,0.780432142,0.766845773
The most notorious scientific feud in history - Lukas Rieppel,Science & Technology,0.753364378,0.346504084
The scientific origins of the Minotaur - Matt Kaplan,Social Studies,0.747003962,0.362261096
The historic women's suffrage march on Washington - Michelle Mehrtens,History,0.700324551,0.774784212
Is there a center of the universe? - Marjee Chmiel and Trevor Owens,Earth and Space Science,0.702625729,0.381724454
A day in the life of a teenager in medieval Baghdad - Birte Kristiansen and Petra Sijpesteijn,Social Studies,0.760436483,0.182673749
The myth of the original star-crossed lovers - Shannon Zhao,Literature & Language,0.752145063,0.40625121
Why we love repetition in music - Elizabeth Hellmuth Margulis,Cognition and Learning,0.749772854,0.247820276
Why plague doctors wore beaked masks,Social Studies,0.75777382,0.642718152
Why do cats have vertical pupils? - Emma Bryce,Life Sciences,0.756315519,0.331056753
What happened to the lost Kingdom of Kush? - Geoff Emberling,Social Studies,0.700267384,0.66634524
The difference between classical and operant conditioning - Peggy Andover,"History, Approaches and Methods",0.737321112,0.119651949
What would happen if you didn't sleep? - Claudia Aguirre,Health,0.797078676,0.44585641
The law of conservation of mass - Todd Ramsey,Science & Technology,0.70979233,0.428160543
Overcoming obstacles - Steven Claunch,Motivation and Emotion,0.723406508,0.446771844
One of history's most dangerous myths - Anneliese Mehnert,Social Studies,0.72981538,0.257841704
A digital reimagining of Gettysburg - Anne Knowles,History,0.748712374,0.396277465
The myth behind the Chinese zodiac - Megan Campisi and Pen-Pen Chen,Area Studies,0.741760382,0.812336598
Can you guess what's wrong with these paintings? - Noah Charney,The Arts,0.68878755,0.454791523
How to spot a misleading graph - Lea Gaslowitz,Information Literacy,0.742400361,0.390836982
How can you change someone's mind? (hint: facts aren't always enough) - Hugo Mercier,Literature & Language,0.649617632,0.381526406
The science of skin - Emma Bryce,Literature & Language,0.716246416,0.759794202
One of the most difficult words to translate... - Krystian Aparta,Linguistics,0.71480636,0.170432702
Johann Sebastian Bach's Life (The 3-Minute Version),Social Studies,0.786002458,0.55616163
The death of the universe,Performing Arts,0.743604724,0.523755005
World's only moving mud puddle,Science & Technology,0,0
Try something new for 30 days - Matt Cutts,Psychology,0.690266438,0.306475527
Where did English come from? - Claire Bowern,Literature & Language,0.674725788,0.729111373
The happy secret to better work - Shawn Achor,Philosophy,0,0
The simple story of photosynthesis and food - Amanda Ooten,Life Sciences,0.763628826,0.938219349
The chaotic brilliance of artist Jean-Michel Basquiat - Jordana Moore Saggese,The Arts,0.739863122,0.876808535
Why is it so hard to escape poverty? - Ann-Hel??n Bay,Business & Economics,0.741947093,0.247992584
What did dogs teach humans about diabetes? - Duncan C. Ferguson,Health,0.714475454,0.511940531
Can you solve the private eye riddle? - Henri Picciotto,Mathematics,0.731316295,0.233967207
Did Shakespeare write his plays? - Natalya St. Clair and Aaron Williams,Performing Arts,0.789735163,0.297126075
The sibling rivalry that divided a town - Jay Van Bavel and Dominic Packer,Psychology,0.690432214,0.370110542
What makes muscles grow? - Jeffrey Siegel,Social Studies,0.776670342,1
The genes you don't get from your parents (but can't live without) - Devin Shuman,Science & Technology,0.742727974,0.30428841
Mary's Room: A philosophical thought experiment - Eleanor Nelsen,Nature of Science,0.750650813,0.359324601
A brief history of Spanish - Ilan Stavans,Literature & Language,0.733909174,0.415650169
Defining cyberwarfare...in hopes of preventing it - Daniel Garrie,Technology,0.67814056,0.576057738
A day in the life of an ancient Egyptian doctor - Elizabeth Cox,Social Studies,0.706604986,0.560596635
How the K??nigsberg bridge problem changed mathematics - Dan Van der Vieren,Geometry,0.708328363,0.178073366
Why good leaders make you feel safe - Simon Sinek,Teaching & Education,0,0
What causes kidney stones? - Arash Shadman,Medical Conditions,0.741741561,0.483137406
The myth of King Midas and his golden touch - Iseult Gillespie,Literature & Language,0.702030386,0.488509708
Music and creativity in Ancient Greece - Tim Hansen,Life Sciences,0.758429302,0.490767772
This is Sparta: Fierce warriors of the ancient world - Craig Zimmer,Science & Technology,0.781708057,0.536780879
"How to organize, add and multiply matrices - Bill Shillito",Algebra,0.741147197,0.608710135
What is a calorie? - Emma Bryce,Health,0.704397732,0.878472845
The punishable perils of plagiarism - Melissa Huseman D'Annunzio,Writing/Composition,0.731706892,0.470889233
Can other animals understand death? - Barbara J. King,Science & Technology,0.686037697,0.259217079
"Blood, concrete, and dynamite: Building the Hoover Dam - Alex Gendler","Design, Engineering & Technology",0.747845203,0.303831866
How do tornadoes form? - James Spann,Environmental Science,0.805722696,0.522861501
The last banana: A thought experiment in probability - Leonardo Barichello,Mathematics,0.719798647,0.345458398
How horses changed history - William T. Taylor,Social Studies,0.702738772,0.514387453
How do oysters make pearls? - Rob Ulrich,Science & Technology,0.719300924,0.73243277
Why are cockroaches so hard to kill? - Ameya Gondhalekar,Science & Technology,0.72788791,0.446433516
Why a sausage can do what your gloves cannot - Charles Wallace and Sajan Saini,"Design, Engineering & Technology",0.700348639,0.5754632
The Arctic vs. the Antarctic - Camille Seaman,Earth and Space Science,0.703556219,0.442444011
The dark history of the Chinese Exclusion Act - Robert Chang,Social Studies,0.736099262,0.26193468
The paradox of value - Akshita Agarwal,Business & Economics,0.721262835,0.342988814
The contributions of female explorers - Courtney Stephens,Anthropology,0.766073426,0.268144088
"The loathsome, lethal mosquito - Rose Eveleth","Design, Engineering & Technology",0.765690291,0.725014094
How to squeeze electricity out of crystals - Ashwini Bharathula,Physical Science,0.740660679,0.550198407
How long should your naps be? - Sara C. Mednick,Health,0.728617504,0.460830247
Can wildlife adapt to climate change? - Erin Eastwood,Science & Technology,0.712925606,0.575745084
A brief history of numerical systems - Alessandra King,Mathematics,0.712673023,0.209992453
The myth of Thor's journey to the land of giants - Scott A. Mellor,Social Studies,0.736623577,0.858543403
What makes a hero? - Matthew Winkler,Literature,0.747594419,0.44785254
From Aaliyah to Jay-Z: Captured moments in hip-hop history - Jonathan Mannion,Visual Arts,0.700820365,0.212014908
Why tragedies are alluring - David E. Rivas,The Arts,0.707446204,0.289989348
What happened when these 6 dictators took over - Stephanie Honchell Smith,Social Studies,0.696406411,0.394341552
You can only save one--- who do you choose? - Doug MacKay,Philosophy & Religion,0.717618452,0.450424048
Can you solve the time traveling car riddle? - Dan Finkel,Mathematics,0.741140007,0.340660644
What does the pancreas do? - Emma Bryce,Growth & Development,0.704857859,0.58468963
Making a TED-Ed Lesson: Visualizing complex ideas,Linguistics,0.707859074,0.433878973
How do you know you exist? - James Zucker,Philosophy,0.708326994,0
The myth of Hades and Persephone - Iseult Gillespie,Social Studies,0.716666341,0.804339895
6 myths about the Middle Ages that everyone believes - Stephanie Honchell Smith,Social Studies,0.706616403,0.235184679
This weird trick will help you summon an army of worms - Kenny Coogan,Science & Technology,0.771543868,0.358250082
How to learn? From mistakes - Diana Laufenberg,Teaching & Education,0,0
How do we experience time? - Matt Danzico,"Consciousness, Sensation and Perception",0.663874068,0.444081176
How do animals see in the dark? - Anna St??ckl,Earth and Space Science,0.740967907,0.307425699
"Real-life ""Alien"" jaws - Darien Satterfield",Science & Technology,0.727703153,0.461538298
Can you solve Dongle's Difficult Dilemma? - Dennis E. Shasha,Thinking & Learning,0.733980013,0.409373607
The power of creative constraints - Brandon Rodriguez,Problem Solving,0.740083556,0.512765375
Why are there so many insects? - Murry Gans,The Arts,0.749683265,0.826165014
Will there be another pandemic in your lifetime?,Health,0.62698383,0.664942315
The rise and fall of the Inca Empire - Gordon McEwan,Literature & Language,0.740648727,0.479075652
How do animals experience pain? - Robyn J. Crook,Life Sciences,0.718091068,0.54099955
The world's English mania - Jay Walker,Physical Science,0.694879147,0.287836359
What causes antibiotic resistance? - Kevin Wu,Health,0.753528939,0.270903763
How to use a semicolon - Emma Bryce,Literature & Language,0.722233971,0.438750071
Scientists are obsessed with this lake - Nicola Storelli and Daniele Zanzi,Science & Technology,0.732242282,0.470457468
The dark history of Mount Rushmore - Ned Blackhawk and Jeffrey D. Means,Social Studies,0.72938108,0.306932049
How stress affects your body - Sharon Horesh Bergquist,Social Studies,0.726134817,0.372771126
Sound waves frozen in the fabric of the universe - Fabio Pacucci,Science & Technology,0.735833576,0.330573643
Population pyramids: Powerful predictors of the future - Kim Preshoff,Social Studies,0.756453418,0.842845652
You could have a secret twin (but not the way you think) - Kayla Mandel Sheets,Science & Technology,0.755284668,0.474015277
"How one piece of legislation divided a nation - Ben Labaree, Jr.",History,0.699857897,0.374364717
The true cost of gold - Lyla Latif,Business & Economics,0.722248925,0.627448842
Ethical dilemma: Who should you believe? - Alex Worsnip,Philosophy,0.78956926,0.27421693
What color is Tuesday? Exploring synesthesia - Richard E. Cytowic,Psychological Disorders and Treatment,0.777793825,0.894429382
Why the Tour de France is so brutal,Social Studies,0.666068029,0.493855948
The world's most painful insect sting - Justin Schmidt,Science & Technology,0.684949573,0.480580758
Lessons from Auschwitz: The power of our words - Benjamin Zander,Philosophy,0.716385604,0.098255389
What makes a good life? Lessons from the longest study on happiness,Psychology,0,0
How do we determine the value of a life? - Rebecca L. Walker,Philosophy,0.716982767,0.307273323
The chemistry of cookies - Stephanie Warren,Media and Journalism,0.748895494,0.557550288
History vs. Genghis Khan - Alex Gendler,Social Studies,0.776850476,0.442623318
What are the universal human rights? - Benedetta Berti,Thinking & Learning,0.71420343,0.262802847
Would you raise the bird that murdered your children? - Steve Rothstein,Science & Technology,0.697514732,0.511008888
What light can teach us about the universe - Pete Edwards,Earth and Space Science,0.726325175,0.431765629
Your body language shapes who you are - Amy Cuddy,Social Psychology,0,0
Calculating the odds of intelligent alien life - Jill Tarter,Earth and Space Science,0.829068057,0.281873604
The continents are moving. When will they collide? - Jean-Baptiste P. Koehl,Science & Technology,0.710247882,0.288915128
The science of macaroni salad: What's in a molecule? - Josh Kurz,Physical Science,0.718464569,0.453747084
The Greek myth of Demeter's revenge - Iseult Gillespie,Literature & Language,0.718670545,0.470939622
"If you're scared of snakes, watch this - Andrew Whitworth",Science & Technology,0.663342881,1
The sonic boom problem - Katerina Kaouri,"Design, Engineering & Technology",0.738820948,0.332602839
The 4 greatest threats to the survival of humanity,Social Studies,0.713175224,0.349596466
What caused the Rwandan Genocide? - Susanne Buckley-Zistel,Social Studies,0.725737144,0.189145735
Why the Moon turns red during a total lunar eclipse,Science & Technology,0.74056944,0.439457882
"Earth's mysterious red glow, explained - Zoe Pierrat",Science & Technology,0.764353293,0.19534338
The god who wanted to rule the seas - Raiana McKinney and Esther Wozniak,Social Studies,0.809156752,0.450777326
Can you cheat death by solving this riddle? - Shravan S K,Thinking & Learning,0.712780674,1
Climate change: Earth's giant game of Tetris - Joss Fong,Environmental Science,0.712510025,0.422865082
Mysteries of vernacular: Venom - Jessica Oreck and Rachael Teel,Linguistics,0.699260144,0.545574404
The incredible history of China's terracotta warriors - Megan Campisi and Pen-Pen Chen,The Arts,0.721699105,0.165496169
"Woman burned by McDonald's hot coffee, then the news media",Religion,0,0
How quantum mechanics explains global warming - Lieven Scheire,Environmental Science,0.729863421,0.402135611
The basics of special procedures,Psychology,0.703143136,0.363204417
Questions no one knows the answers to - Chris Anderson,Nature of Science,0.726312411,0.536118411
Can you solve the prisoner hat riddle? - Alex Gendler,Literature & Language,0.745771897,0.414379997
What's hidden in Arctic ice? - Brendan Rogers and Jessica Howard,Science & Technology,0.803851484,0.880691219
A brief (scientific) history of butts,Science & Technology,0,0
Why are airplanes slower than they used to be? - Alex Gendler,"Design, Engineering & Technology",0.698389035,0.316865395
Should you trust your first impression? - Peter Mende-Siedlecki,Psychology,0.664741802,0.385844243
Can alligators survive this apex predator? - Kenny Coogan,Science & Technology,0.706075318,0.497334491
"What causes yeast infections, and how do you get rid of them? - Liesbeth Demuyser",Health,0.718057733,0.693894451
How could so many people support Hitler? - Joseph Lacey,Philosophy & Religion,0.69854138,0.414118947
Should you switch to solar? - Shannon Odell,Science & Technology,0.685371308,0.404321897
How do your kidneys work? - Emma Bryce,Health,0.768049807,0.707807054
History vs. Tamerlane the Conqueror - Stephanie Honchell Smith,Social Studies,0.795076067,0.258262044
What makes a language... a language? - Martin Hilpert,Linguistics,0.712171627,0.274005039
Is Chandigarh a perfectly planned city? - Vikram??ditya Prak??sh,"Design, Engineering & Technology",0.718316146,0.856868355
These salamanders snack on each other (but don't die) - Luis Zambrano,Science & Technology,0.736638435,0.431496778
Is space trying to kill us? - Ron Shaneyfelt,Earth and Space Science,0.754211238,0.312156852
Can you outsmart the apples and oranges fallacy? - Elizabeth Cox,Thinking & Learning,0.688943393,0.792118908
The basics of the Human Rights Council,Social Studies,0.77939343,0.491378886
Could one vaccine protect against everything?,Health,0.732093183,0.267189533
Why do blood types matter? - Natalie S. Hodge,Health,0.758577595,0.270270663
"What ""Orwellian"" really means - Noah Tavlin",Civics,0.753922299,0.326449935
How did they build the Great Pyramid of Giza? - Soraya Field Fiorio,Social Studies,0.705546469,0.558346462
Can you freeze your body and come back to life? - Shannon N. Tessier,Science & Technology,0.763185793,0.517010763
How one of the most profitable companies in history rose to power - Adam Clulow,Social Studies,0.71670755,0.446570215
Why can't we see evidence of alien life? - Chris Anderson,Earth and Space Science,0.688604821,0.467617392
How porn changes the way teens think about sex - Emily F. Rothman,Sex Education,0,0
A brief history of video games (Part I) - Safwat Saleem,"Design, Engineering & Technology",0.744194994,0.786095173
Who is the fastest god in all mythology? - Iseult Gillespie,Social Studies,0.73021535,0.546109547
"Which is better for you: ""Real"" meat or ""fake"" meat? - Carolyn Beans",Health,0.697627344,0.504554879
History vs. Vladimir Lenin - Alex Gendler,History,0.722148815,0.264629247
The many meanings of Michelangelo's Statue of David - James Earle,The Arts,0.695610308,0.646561968
The world's slimiest animal - Noah R. Bressman and Douglas Fudge,Science & Technology,0.756599759,0.54191147
Are the Northern Lights dangerous? - Fabio Pacucci,Science & Technology,0.75749296,0.388732759
If you're an adult mayfly you'll probably die before the end of this video - Luke M. Jacobus,Science & Technology,0.757982511,0.518345136
Why Shakespeare loved iambic pentameter - David T. Freeman and Gregory Taylor,The Arts,0.769099032,0.356482923
Why was India split into two countries? - Haimanti Roy,Social Studies,0.729298447,0.499013957
Reasons for the seasons - Rebecca Kaplan,Earth and Space Science,0.743125165,0.228229888
How does ultrasound work? - Jacques S. Abramowicz,Science & Technology,0.705862908,0.934485324
The birth of the lightsaber,"Design, Engineering & Technology",0,0
How plants tell time - Dasha Savage,Science & Technology,0.731890498,0.309590838
Is capitalism actually broken?,Business & Economics,0.734024755,0.340237048
The surprising secrets of hummingbird flight - Kristiina J. Hurme & Alejandro Rico-Guevara,Science & Technology,0.758264785,0.909982813
Why I must speak out about climate change - James Hansen,Environmental Science,0,0
Sugar: Hiding in plain sight - Robert Lustig,Health,0.739820031,0.903771578
All of the energy in the universe is... - George Zaidan and Charles Morton,Life Sciences,0.716112615,0.38367343
"A performance of ""Mathemagic"" - Arthur Benjamin",Mathematics,0,0
"What is MSG, and is it actually bad for you? - Sarah E. Tracy",Health,0.736823281,0.466465611
What it's like to live on the International Space Station - Cady Coleman,Science & Technology,0.704526911,0.417944304
"Yes, scientists are actually building an elevator to space - Fabio Pacucci","Design, Engineering & Technology",0.704128627,0.130154995
What's the best country to live in?,Business & Economics,0.785668019,0.26435597
Do you see a face? You're actually hallucinating - Susan G. Wardle,Psychology,0.732666229,0.55317312
Ethical dilemma: Should we get rid of mosquitoes? - Talya Hackett,Science & Technology,0.772679614,0.566482921
Is it possible to lose weight fast? - Hei Man Chan,Health,0.774043068,0.450060322
A riddle of ice and fire dragons - Henri Picciotto,Mathematics,0.680829801,0.297772282
Why do buildings fall in earthquakes? - Vicki V. May,"Design, Engineering & Technology",0.707185068,0.292556655
What's an algorithm? - David J. Malan,Numbers & Operations,0.700567416,1
How does alcohol cause blackouts? - Shannon Odell,Health,0.764522916,0.500215441
A brief history of toilets - Francis de los Reyes,Social Studies,0.692056013,0.574589153
Building a museum of museums on the web - Amit Sood,Visual Arts,0.723539846,0.27242583
What it's really like to have autism - Ethan Lisi,Health,0.69628806,1
Democracy - A short introduction,Social Studies,0.787818183,0.532994704
Earworms: Those songs that get stuck in your head - Elizabeth Hellmuth Margulis,Psychology,0.787880795,0.355396879
What causes sleepwalking? - Emmanuel During,Health,0.727636975,0.9903602
The diseases that changed humanity forever - Dan Kwartler,Science & Technology,0.690538702,0.474081785
"Mansa Musa, one of the wealthiest people who ever lived - Jessica Smith",Social Studies,0.743666858,0.50792662
The operating system of life - George Zaidan and Charles Morton,Civics,0.724966767,0.421174813
The Watergate scandal: United States vs. Nixon,History,0.680970473,1
What makes tattoos permanent? - Claudia Aguirre,Life Sciences,0.75233951,0.455362412
The hidden meanings of yin and yang - John Bellaimey,Religion,0.732101474,0.381538632
The infamous overpopulation bet: Simon vs. Ehrlich - Soraya Field Fiorio,Social Studies,0.766718073,0.406205399
What did people do before anesthesia? - Sally Frampton,Social Studies,0.682273652,0.613962544
What happens to your body at the top of Mount Everest - Andrew Lovering,Health,0.706453583,0.612077035
Debunking the myth of the Lost Cause: A lie embedded in American history - Karen L. Cox,Social Studies,0.691268771,0.564418983
The Chinese legend of the butterfly lovers - Lijun Zhang,Literature,0.726979926,0.543594915
The myth of Zeus' test - Iseult Gillespie,Literature & Language,0.729540201,0.273734421
How do gas masks actually work? - George Zaidan,"Design, Engineering & Technology",0.750449918,0.302482367
How to enter flow state,Psychology,0.763446336,0.458460944
Grammar's great divide: The Oxford comma - TED-Ed,Writing/Composition,0.702733575,0.610549467
What makes the Great Wall of China so extraordinary - Megan Campisi and Pen-Pen Chen,Literature & Language,0.764069992,0.462682035
Can you solve the fantasy election riddle? - Dennis E. Shasha,Thinking & Learning,0.671617488,1
What really caused the Irish Potato Famine - Stephanie Honchell Smith,Social Studies,0.710313359,0.471426189
The sharks that hunt in forests - Luka Seamus Wright,Environmental Science,0.751360765,0.236433265
The real reason dodo birds went extinct - Leon Claessens,Science & Technology,0.774089389,0.29418235
The great conspiracy against Julius Caesar - Kathryn Tempest,Social Studies,0.724932548,0.463725512
Why is it so hard to cure the common cold?,Health,0.703045648,0.346108093
The life cycle of a pair of jeans - Madhavi Venkatesan,Science & Technology,0.702494964,0.481352135
The fight for the right to vote in the United States - Nicki Beaman Griffin,Physical Science,0.710440063,0.480457145
Can you steal the most powerful wand in the wizarding world? - Dan Finkel,Thinking & Learning,0.728377525,0.971834177
What killed all the bison? - Andrew C. Isenberg,Social Studies,0.730503617,0.3282253
The British Museum is full of stolen artifacts,The Arts,0.688231717,0.562564138
The basics of the Higgs boson - Dave Barney and Steve Goldfarb,Earth and Space Science,0.760453064,0.393138129
What's the definition of comedy? Banana. - Addison Anderson,Literature,0.719156655,0.474702522
Test yourself: Can you tell the difference between music and noise? - Hanako Sawada,The Arts,0.712525257,0.466619524
The unexpected math of origami - Evan Zodl,The Arts,0.728395744,0.386322267
What's happening to Earth's core? - Shannon Odell,Science & Technology,0.712065224,0.321425824
Why are we warm-blooded?,Science & Technology,0,0
The time value of money - German Nande,Mathematics,0.70758987,0.666832198
"""I Am Anne Frank"" read by Brad Meltzer and Saul Dreier",Literature & Language,0,0
What's the best fuel for your car?,Science & Technology,0.705970377,0.373529914
Surviving the coldest place on Earth - Nadia Frontier,Science & Technology,0.716440969,0.446678278
How do the lungs work? - Emma Bryce,Health,0.742951465,0.268467609
The wild sex lives of marine creatures - Luka Seamus Wright,Science & Technology,0.753467346,0.407946242
When are you actually an adult? - Shannon Odell,Psychology,0.731584239,0.467863473
Why does ice float in water? - George Zaidan and Charles Morton,Physical Science,0.72013635,0.40800238
Is inequality inevitable?,Business & Economics,0.766188962,0.541543024
What causes economic bubbles? - Prateek Singh,Business & Economics,0.699846226,0.449073885
Would you raise the baby that ate your siblings? - Francesca Barbero,Science & Technology,0.690996401,0.47314814
Something weird is happening in our galaxy - Ashkbiz Danehkar,Science & Technology,0.727646276,0.625417001
What is a gig economy?,Business & Economics,0.709477227,0.630043621
What is chemical equilibrium? - George Zaidan and Charles Morton,Physical Science,0.768655499,0.431574156
Why can parrots talk? - Grace Smith-Vidaurre and Tim Wright,Earth and Space Science,0.722646728,0.344298949
Why did Megalodon go extinct? - Jack Cooper and Catalina Pimiento,Science & Technology,0.695716399,0.323722162
Why mosquitoes bite some people more than others,Science & Technology,0,0
Krypton - Periodic Table of Videos,Physical Science,0.832232913,0.582557123
Making sense of how life fits together - Bobbi Seleski,Life Sciences,0.725516284,0.663689059
What you might not know about the Declaration of Independence - Kenneth C. Davis,Social Studies,0.666905915,0.418114555
Is this the most successful animal ever? - Nigel Hughes,Science & Technology,0.741624587,0.414363429
A day in the life of the Oracle of Delphi - Mark Robinson,Social Studies,0.759042916,0.396854353
The true science of parallel universes,Earth and Space Science,0.694057336,0.499797963
The mighty mathematics of the lever - Andy Peterson and Zack Patterson,Geometry,0.768120873,0.312452705
Mao Zedong's infamous mango cult - Vivian Jiang,Social Studies,0.689057414,0.395582566
Can you solve the human cannonball riddle? - Alex Rosenthal,Mathematics,0.718002897,1
A brief history of plural word...s - John McWhorter,Linguistics,0.737299977,0.285845195
What really happens to the plastic you throw away - Emma Bryce,Health,0.704948015,0.417181972
How pigeons took over the world - Elizabeth Carlen and Joanna Moles,Science & Technology,0.730951383,0.297328592
How atoms bond - George Zaidan and Charles Morton,Visual Arts,0.739460677,0.176358398
How to know if you're being selfish (and whether or not that's bad) - Mark Hopwood,Philosophy & Religion,0.695282073,0.428974591
How much land does it take to power the world?,Science & Technology,0.715069529,0.395559454
The gory history of barber surgeons - Stephanie Honchell Smith,Psychology,0.722220556,0.408920723
Does math have a major flaw? - Jacqueline Doan and Alex Kazachek,Mathematics,0.779735389,0.208783951
"These animals are also plants ?€? wait, what? - Luka Seamus Wright",Science & Technology,0.695949897,0.869557976
Would you pass the wallet test?,Psychology,0.703043943,0.240195744
1816: The year with no summer - David Biello,Science & Technology,0.779700994,0.519538241
How is power divided in the United States government? - Belinda Stutzman,Civics,0.732539772,0.48161223
Can you outsmart Fate and break her ancient curse? - Dan Finkel,Mathematics,0.713227865,0.246129122
What does the world's largest machine do? - Henry Richardson,"Design, Engineering & Technology",0.745494948,0.725128167
How we can detect pretty much anything - H??l??ne Morlon and Anna Papadopoulou,Science & Technology,0.688594072,0.52943073
What happens when you fall into piranha-infested waters? - Antonio Machado-Allison,Science & Technology,0.740532067,0.453473088
Why elephants never forget - Alex Gendler,Life Sciences,0.722749411,0.274245725
The bizarre world of parasitic wasps - Miles Zhang,Science & Technology,0.650993258,0.658533198
A guide to the energy of the Earth - Joshua M. Sneideman,Earth and Space Science,0.736935789,0.634548718
What is dyslexia? - Kelli Sandman-Hurley,Medical Conditions,0.838687531,0.506475905
World War I in 6 Minutes,Social Studies,0.757725785,0.558539611
