Title,Category,Questions Average BLEU,Options Average BLEU,,,,,
Why no aquarium has a great white shark,Science & Technology,0.66745586,0.550856049,,,,,
The Boltzmann brain paradox - Fabio Pacucci,Thinking & Learning,0.719397361,0.235588276,,,,,
The left brain vs. right brain myth - Elizabeth Waters,Life Sciences,0.685333391,0.320528108,,,,,
The Akune brothers: Siblings on opposite sides of war - Wendell Oshiro,Social Studies,0.737579608,0.006825206,,,,,
What would happen if every human suddenly disappeared? - Dan Kwartler,Science & Technology,0.688755834,0.508110261,,,,,
Would winning the lottery make you happier? - Raj Raghunathan,Emotional Health,0.668155726,0.481558681,,,,,
Vermicomposting: How worms can reduce our waste - Matthew Ross,Environmental Science,0.747901923,0.679086363,,,,,
How sugar affects the brain - Nicole Avena,Nutrition,0.710820334,0.566258093,,,,,
How do we create a better economy?,Business & Economics,0.684653982,0.599901004,,,,,
How to write descriptively - Nalo Hopkinson,Health,0.670920027,0.645923478,,,,,
How the Suez Canal changed the world - Lucia Carminati,"Design, Engineering & Technology",0.766455064,0.763351723,,,,,
Shakespearean dating tips - Anthony John Peters,Literature,0.731924538,0.447147321,,,,,
Can you solve the birthday cake riddle? - Marie Brodsky,Mathematics,0.704086952,0.437034408,,,,,
Can you solve the risky disk riddle? - James Tanton,Thinking & Learning,0.735206335,0.905482039,,,,,
How do we study the stars? - Yuan-Sen Ting,Science & Technology,0.708043197,0.465397971,,,,,
The rise and fall of Italy's warriors-for-hire - Stephanie Honchell Smith,Social Studies,0.696944369,0.47164675,,,,,
How Mendel's pea plants helped us understand genetics - Hortensia Jim??nez Diaz,Life Sciences,0.746312297,0.755146958,,,,,
How does the thyroid manage your metabolism? - Emma Bryce,Health,0.728835191,0.506017139,,,,,
This one weird trick will get you infinite gold - Dan Finkel,Thinking & Learning,0.748018813,0.239667624,,,,,
5 tips to improve your critical thinking - Samantha Agoos,Thinking & Learning,0.704174915,0.157437902,,,,,
The rise and fall of the medieval Islamic Empire - Petra Sijpesteijn & Birte Kristiansen,Social Studies,0.75034799,0.2359356,,,,,
A brief history of graffiti - Kelly Wall,Visual Arts,0.740986949,0.697617873,,,,,
How the Normans changed the history of Europe - Mark Robinson,Social Studies,0.738138072,0.3226156,,,,,
How languages evolve - Alex Gendler,Linguistics,0.683735773,0.647807368,,,,,
How does caffeine keep us awake? - Hanan Qasim,Life Sciences,0.746200201,0.480470972,,,,,
5 dangerous things you should let your kids do,Health,0.921634313,0,,,,,
"Everything you need to know to read Homer's ""Odyssey"" - Jill Dash",Literature,0.718254219,0.312139785,,,,,
Should we eat bugs? - Emma Bryce,Earth and Space Science,0.731022984,0.726521777,,,,,
The most notorious scientific feud in history - Lukas Rieppel,Science & Technology,0.697512567,0.437562348,,,,,
The scientific origins of the Minotaur - Matt Kaplan,Social Studies,0.755603076,0.368770218,,,,,
The historic women's suffrage march on Washington - Michelle Mehrtens,History,0.692986036,0.958206495,,,,,
Is there a center of the universe? - Marjee Chmiel and Trevor Owens,Earth and Space Science,0.750186803,0.303656191,,,,,
A day in the life of a teenager in medieval Baghdad - Birte Kristiansen and Petra Sijpesteijn,Social Studies,0.73948299,0.089049877,,,,,
The myth of the original star-crossed lovers - Shannon Zhao,Literature & Language,0.743039529,0.556992242,,,,,
Why we love repetition in music - Elizabeth Hellmuth Margulis,Cognition and Learning,0.692547515,0.256385041,,,,,
Why plague doctors wore beaked masks,Social Studies,0.700475619,0.868190845,,,,,
Why do cats have vertical pupils? - Emma Bryce,Life Sciences,0.769197939,0.444882017,,,,,
What happened to the lost Kingdom of Kush? - Geoff Emberling,Social Studies,0.78558509,0.912695097,,,,,
The difference between classical and operant conditioning - Peggy Andover,"History, Approaches and Methods",0.703735999,0.259357734,,,,,
What would happen if you didn't sleep? - Claudia Aguirre,Health,0.722318502,0.644950302,,,,,
The law of conservation of mass - Todd Ramsey,Science & Technology,0.758316055,0.466717448,,,,,
Overcoming obstacles - Steven Claunch,Motivation and Emotion,0.738386037,0.448018997,,,,,
One of history's most dangerous myths - Anneliese Mehnert,Social Studies,0.766399463,0.302813703,,,,,
A digital reimagining of Gettysburg - Anne Knowles,History,0.710299218,0.285509462,,,,,
The myth behind the Chinese zodiac - Megan Campisi and Pen-Pen Chen,Area Studies,0.750222003,0.73259595,,,,,
Can you guess what's wrong with these paintings? - Noah Charney,The Arts,0.699794903,0.622646263,,,,,
How to spot a misleading graph - Lea Gaslowitz,Information Literacy,0.710779262,0.343678728,,,,,
How can you change someone's mind? (hint: facts aren't always enough) - Hugo Mercier,Literature & Language,0.735680114,0.44214252,,,,,
The science of skin - Emma Bryce,Literature & Language,0.746663488,1,,,,,
One of the most difficult words to translate... - Krystian Aparta,Linguistics,0.705008515,0.147012107,,,,,
Johann Sebastian Bach's Life (The 3-Minute Version),Social Studies,0.77638292,0.562982123,,,,,
The death of the universe,Performing Arts,0.713017653,0.641475396,,,,,
World's only moving mud puddle,Science & Technology,0,0,,,,,
Try something new for 30 days - Matt Cutts,Psychology,0.686472751,0.301005182,,,,,
Where did English come from? - Claire Bowern,Literature & Language,0.730851655,0.759363454,,,,,
The happy secret to better work - Shawn Achor,Philosophy,0,0,,,,,
The simple story of photosynthesis and food - Amanda Ooten,Life Sciences,0.767147974,0.935994969,,,,,
The chaotic brilliance of artist Jean-Michel Basquiat - Jordana Moore Saggese,The Arts,0.764817246,0.939970839,,,,,
Why is it so hard to escape poverty? - Ann-Hel??n Bay,Business & Economics,0.733751454,0.255003074,,,,,
What did dogs teach humans about diabetes? - Duncan C. Ferguson,Health,0.751637423,0.791573227,,,,,
Can you solve the private eye riddle? - Henri Picciotto,Mathematics,0.678510799,0.251837836,,,,,
Did Shakespeare write his plays? - Natalya St. Clair and Aaron Williams,Performing Arts,0.748324945,0.322363314,,,,,
The sibling rivalry that divided a town - Jay Van Bavel and Dominic Packer,Psychology,0.723805683,0.400028037,,,,,
What makes muscles grow? - Jeffrey Siegel,Social Studies,0.73549663,1,,,,,
The genes you don't get from your parents (but can't live without) - Devin Shuman,Science & Technology,0.738030693,0.606732024,,,,,
Mary's Room: A philosophical thought experiment - Eleanor Nelsen,Nature of Science,0.728734003,0.407855528,,,,,
A brief history of Spanish - Ilan Stavans,Literature & Language,0.733051333,0.540179581,,,,,
Defining cyberwarfare...in hopes of preventing it - Daniel Garrie,Technology,0.731172324,0.615759517,,,,,
A day in the life of an ancient Egyptian doctor - Elizabeth Cox,Social Studies,0.696443827,0.581634956,,,,,
How the K??nigsberg bridge problem changed mathematics - Dan Van der Vieren,Geometry,0.762169957,0.22601002,,,,,
Why good leaders make you feel safe - Simon Sinek,Teaching & Education,0,0,,,,,
What causes kidney stones? - Arash Shadman,Medical Conditions,0.741274548,0.638031598,,,,,
The myth of King Midas and his golden touch - Iseult Gillespie,Literature & Language,0.723203895,0.418778837,,,,,
Music and creativity in Ancient Greece - Tim Hansen,Life Sciences,0.72746471,0.555714152,,,,,
This is Sparta: Fierce warriors of the ancient world - Craig Zimmer,Science & Technology,0.757018867,0.516536393,,,,,
"How to organize, add and multiply matrices - Bill Shillito",Algebra,0.769542476,0.628189063,,,,,
What is a calorie? - Emma Bryce,Health,0.739377715,0.987991784,,,,,
The punishable perils of plagiarism - Melissa Huseman D'Annunzio,Writing/Composition,0.7085694,0.44495132,,,,,
Can other animals understand death? - Barbara J. King,Science & Technology,0.699518515,0.26997689,,,,,
"Blood, concrete, and dynamite: Building the Hoover Dam - Alex Gendler","Design, Engineering & Technology",0.750893694,0.353121363,,,,,
How do tornadoes form? - James Spann,Environmental Science,0.719412681,0.692242414,,,,,
The last banana: A thought experiment in probability - Leonardo Barichello,Mathematics,0.735779356,0.244012257,,,,,
How horses changed history - William T. Taylor,Social Studies,0.744189705,0.41733052,,,,,
How do oysters make pearls? - Rob Ulrich,Science & Technology,0.702097423,0.868824814,,,,,
Why are cockroaches so hard to kill? - Ameya Gondhalekar,Science & Technology,0.744913564,0.475262777,,,,,
Why a sausage can do what your gloves cannot - Charles Wallace and Sajan Saini,"Design, Engineering & Technology",0.691812659,0.418302132,,,,,
The Arctic vs. the Antarctic - Camille Seaman,Earth and Space Science,0.707496288,0.437562625,,,,,
The dark history of the Chinese Exclusion Act - Robert Chang,Social Studies,0.745668191,0.474231335,,,,,
The paradox of value - Akshita Agarwal,Business & Economics,0.757285194,0.538814204,,,,,
The contributions of female explorers - Courtney Stephens,Anthropology,0.714732356,0.452402189,,,,,
"The loathsome, lethal mosquito - Rose Eveleth","Design, Engineering & Technology",0.723481935,0.668012122,,,,,
How to squeeze electricity out of crystals - Ashwini Bharathula,Physical Science,0.738475418,0.592136128,,,,,
How long should your naps be? - Sara C. Mednick,Health,0.738384832,0.754994462,,,,,
Can wildlife adapt to climate change? - Erin Eastwood,Science & Technology,0.662450321,0.73297741,,,,,
A brief history of numerical systems - Alessandra King,Mathematics,0.776099148,0.386952221,,,,,
The myth of Thor's journey to the land of giants - Scott A. Mellor,Social Studies,0.732442617,1,,,,,
What makes a hero? - Matthew Winkler,Literature,0.712957248,0.498523218,,,,,
From Aaliyah to Jay-Z: Captured moments in hip-hop history - Jonathan Mannion,Visual Arts,0.660314508,0.207732914,,,,,
Why tragedies are alluring - David E. Rivas,The Arts,0.716001362,0.326915449,,,,,
What happened when these 6 dictators took over - Stephanie Honchell Smith,Social Studies,0.706084196,0.54576593,,,,,
You can only save one--- who do you choose? - Doug MacKay,Philosophy & Religion,0.715461065,0.671708283,,,,,
Can you solve the time traveling car riddle? - Dan Finkel,Mathematics,0.733144303,0.201577961,,,,,
What does the pancreas do? - Emma Bryce,Growth & Development,0.732355388,0.679404289,,,,,
Making a TED-Ed Lesson: Visualizing complex ideas,Linguistics,0.706130835,0.600502911,,,,,
How do you know you exist? - James Zucker,Philosophy,0.735904522,0.344343607,,,,,
The myth of Hades and Persephone - Iseult Gillespie,Social Studies,0.696884786,0.855317068,,,,,
6 myths about the Middle Ages that everyone believes - Stephanie Honchell Smith,Social Studies,0.722138381,0.346426822,,,,,
This weird trick will help you summon an army of worms - Kenny Coogan,Science & Technology,0.726313697,0.352214,,,,,
How to learn? From mistakes - Diana Laufenberg,Teaching & Education,0,0,,,,,
How do we experience time? - Matt Danzico,"Consciousness, Sensation and Perception",0.679560324,0.56327933,,,,,
How do animals see in the dark? - Anna St??ckl,Earth and Space Science,0.733356084,0.47477815,,,,,
"Real-life ""Alien"" jaws - Darien Satterfield",Science & Technology,0.721379082,0.490399144,,,,,
Can you solve Dongle's Difficult Dilemma? - Dennis E. Shasha,Thinking & Learning,0.686900016,0.631316637,,,,,
The power of creative constraints - Brandon Rodriguez,Problem Solving,0.708714741,0.624773535,,,,,
Why are there so many insects? - Murry Gans,The Arts,0.754948362,0.933644471,,,,,
Will there be another pandemic in your lifetime?,Health,0.716059393,0.959107885,,,,,
The rise and fall of the Inca Empire - Gordon McEwan,Literature & Language,0.774934759,0.486871836,,,,,
How do animals experience pain? - Robyn J. Crook,Life Sciences,0.674851177,0.588208162,,,,,
The world's English mania - Jay Walker,Physical Science,0.705933075,0.144614986,,,,,
What causes antibiotic resistance? - Kevin Wu,Health,0.743601311,0.316755676,,,,,
How to use a semicolon - Emma Bryce,Literature & Language,0.715328695,0.455424814,,,,,
Scientists are obsessed with this lake - Nicola Storelli and Daniele Zanzi,Science & Technology,0.711658306,0.593965406,,,,,
The dark history of Mount Rushmore - Ned Blackhawk and Jeffrey D. Means,Social Studies,0.722005024,0.433902623,,,,,
How stress affects your body - Sharon Horesh Bergquist,Social Studies,0.724936086,0.379527782,,,,,
Sound waves frozen in the fabric of the universe - Fabio Pacucci,Science & Technology,0.721400962,0.373367829,,,,,
Population pyramids: Powerful predictors of the future - Kim Preshoff,Social Studies,0.723179192,0.82807898,,,,,
You could have a secret twin (but not the way you think) - Kayla Mandel Sheets,Science & Technology,0.723481843,0.545039292,,,,,
"How one piece of legislation divided a nation - Ben Labaree, Jr.",History,0.717090107,0.413358,,,,,
The true cost of gold - Lyla Latif,Business & Economics,0.724538733,0.736436898,,,,,
Ethical dilemma: Who should you believe? - Alex Worsnip,Philosophy,0.686847533,0.14370174,,,,,
What color is Tuesday? Exploring synesthesia - Richard E. Cytowic,Psychological Disorders and Treatment,0.723212983,0.750351177,,,,,
Why the Tour de France is so brutal,Social Studies,0.702054261,0.554800171,,,,,
The world's most painful insect sting - Justin Schmidt,Science & Technology,0.669252923,0.588347363,,,,,
Lessons from Auschwitz: The power of our words - Benjamin Zander,Philosophy,0.751070427,0.083482916,,,,,
What makes a good life? Lessons from the longest study on happiness,Psychology,0,0,,,,,
How do we determine the value of a life? - Rebecca L. Walker,Philosophy,0.685648123,0.426877342,,,,,
The chemistry of cookies - Stephanie Warren,Media and Journalism,0.719393251,0.480992958,,,,,
History vs. Genghis Khan - Alex Gendler,Social Studies,0.753364764,0.534338826,,,,,
What are the universal human rights? - Benedetta Berti,Thinking & Learning,0.688250062,0.378109501,,,,,
Would you raise the bird that murdered your children? - Steve Rothstein,Science & Technology,0.710331293,0.572213301,,,,,
What light can teach us about the universe - Pete Edwards,Earth and Space Science,0.707597321,0.790915326,,,,,
Your body language shapes who you are - Amy Cuddy,Social Psychology,0,0,,,,,
Calculating the odds of intelligent alien life - Jill Tarter,Earth and Space Science,0.737222388,0.138993521,,,,,
The continents are moving. When will they collide? - Jean-Baptiste P. Koehl,Science & Technology,0.706409932,0.491040067,,,,,
The science of macaroni salad: What's in a molecule? - Josh Kurz,Physical Science,0.702015863,0.748742675,,,,,
The Greek myth of Demeter's revenge - Iseult Gillespie,Literature & Language,0.708598342,0.633190491,,,,,
"If you're scared of snakes, watch this - Andrew Whitworth",Science & Technology,0.72594478,0.940020841,,,,,
The sonic boom problem - Katerina Kaouri,"Design, Engineering & Technology",0.713969512,0.298145039,,,,,
The 4 greatest threats to the survival of humanity,Social Studies,0.684562049,0.381513426,,,,,
What caused the Rwandan Genocide? - Susanne Buckley-Zistel,Social Studies,0.745120954,0.265818277,,,,,
Why the Moon turns red during a total lunar eclipse,Science & Technology,0.709537077,0.52658332,,,,,
"Earth's mysterious red glow, explained - Zoe Pierrat",Science & Technology,0.728351979,0.181521715,,,,,
The god who wanted to rule the seas - Raiana McKinney and Esther Wozniak,Social Studies,0.763108197,0.470878253,,,,,
Can you cheat death by solving this riddle? - Shravan S K,Thinking & Learning,0.769717059,1,,,,,
Climate change: Earth's giant game of Tetris - Joss Fong,Environmental Science,0.701782999,0.539176608,,,,,
Mysteries of vernacular: Venom - Jessica Oreck and Rachael Teel,Linguistics,0.705614379,0.516094896,,,,,
The incredible history of China's terracotta warriors - Megan Campisi and Pen-Pen Chen,The Arts,0.721109907,0.276806822,,,,,
"Woman burned by McDonald's hot coffee, then the news media",Religion,0,0,,,,,
How quantum mechanics explains global warming - Lieven Scheire,Environmental Science,0.67128473,0.592020365,,,,,
The basics of special procedures,Psychology,0.71141922,0.577543341,,,,,
Questions no one knows the answers to - Chris Anderson,Nature of Science,0.682475397,0.574973618,,,,,
Can you solve the prisoner hat riddle? - Alex Gendler,Literature & Language,0.72658207,0.370304967,,,,,
What's hidden in Arctic ice? - Brendan Rogers and Jessica Howard,Science & Technology,0.69376907,0.971163669,,,,,
A brief (scientific) history of butts,Science & Technology,0,0,,,,,
Why are airplanes slower than they used to be? - Alex Gendler,"Design, Engineering & Technology",0.730812858,0.261890462,,,,,
Should you trust your first impression? - Peter Mende-Siedlecki,Psychology,0.694527033,0.330344947,,,,,
Can alligators survive this apex predator? - Kenny Coogan,Science & Technology,0.695133174,0.601079799,,,,,
"What causes yeast infections, and how do you get rid of them? - Liesbeth Demuyser",Health,0.754567308,0.643045222,,,,,
How could so many people support Hitler? - Joseph Lacey,Philosophy & Religion,0.698377639,0.607123398,,,,,
Should you switch to solar? - Shannon Odell,Science & Technology,0.726286296,0.604247884,,,,,
How do your kidneys work? - Emma Bryce,Health,0.75321581,0.838474865,,,,,
History vs. Tamerlane the Conqueror - Stephanie Honchell Smith,Social Studies,0.79343442,0.249743152,,,,,
What makes a language... a language? - Martin Hilpert,Linguistics,0.712853641,0.216330544,,,,,
Is Chandigarh a perfectly planned city? - Vikram??ditya Prak??sh,"Design, Engineering & Technology",0.758396274,0.803430967,,,,,
These salamanders snack on each other (but don't die) - Luis Zambrano,Science & Technology,0.710025195,0.50956443,,,,,
Is space trying to kill us? - Ron Shaneyfelt,Earth and Space Science,0.719469161,0.392241582,,,,,
Can you outsmart the apples and oranges fallacy? - Elizabeth Cox,Thinking & Learning,0.679275752,0.667641231,,,,,
The basics of the Human Rights Council,Social Studies,0.783775593,0.385211903,,,,,
Could one vaccine protect against everything?,Health,0.721685501,0.1973458,,,,,
Why do blood types matter? - Natalie S. Hodge,Health,0.760642695,0.176317845,,,,,
"What ""Orwellian"" really means - Noah Tavlin",Civics,0.75349292,0.27318033,,,,,
How did they build the Great Pyramid of Giza? - Soraya Field Fiorio,Social Studies,0.696174563,0.701067014,,,,,
Can you freeze your body and come back to life? - Shannon N. Tessier,Science & Technology,0.741841849,0.64440619,,,,,
How one of the most profitable companies in history rose to power - Adam Clulow,Social Studies,0.710520667,0.538774362,,,,,
Why can't we see evidence of alien life? - Chris Anderson,Earth and Space Science,0.701024631,0.445613681,,,,,
How porn changes the way teens think about sex - Emily F. Rothman,Sex Education,0,0,,,,,
A brief history of video games (Part I) - Safwat Saleem,"Design, Engineering & Technology",0.740093586,0.668226903,,,,,
Who is the fastest god in all mythology? - Iseult Gillespie,Social Studies,0.769346939,0.550270445,,,,,
"Which is better for you: ""Real"" meat or ""fake"" meat? - Carolyn Beans",Health,0.702694459,0.547481102,,,,,
History vs. Vladimir Lenin - Alex Gendler,History,0.714093532,0.50903935,,,,,
The many meanings of Michelangelo's Statue of David - James Earle,The Arts,0.723262652,0.72639344,,,,,
The world's slimiest animal - Noah R. Bressman and Douglas Fudge,Science & Technology,0.749343272,0.750510687,,,,,
Are the Northern Lights dangerous? - Fabio Pacucci,Science & Technology,0.757337325,0.588280028,,,,,
If you're an adult mayfly you'll probably die before the end of this video - Luke M. Jacobus,Science & Technology,0.75080096,0.590228607,,,,,
Why Shakespeare loved iambic pentameter - David T. Freeman and Gregory Taylor,The Arts,0.729536636,0.499391427,,,,,
Why was India split into two countries? - Haimanti Roy,Social Studies,0.697340752,0.410297816,,,,,
Reasons for the seasons - Rebecca Kaplan,Earth and Space Science,0.726089425,0.276238258,,,,,
How does ultrasound work? - Jacques S. Abramowicz,Science & Technology,0.762638937,0.900579947,,,,,
The birth of the lightsaber,"Design, Engineering & Technology",0,0,,,,,
How plants tell time - Dasha Savage,Science & Technology,0.710271961,0.290062762,,,,,
Is capitalism actually broken?,Business & Economics,0.715230798,0.452302371,,,,,
The surprising secrets of hummingbird flight - Kristiina J. Hurme & Alejandro Rico-Guevara,Science & Technology,0.745921039,0.889558601,,,,,
Why I must speak out about climate change - James Hansen,Environmental Science,0,0,,,,,
Sugar: Hiding in plain sight - Robert Lustig,Health,0.749713025,0.979730178,,,,,
All of the energy in the universe is... - George Zaidan and Charles Morton,Life Sciences,0.702058865,0.451394754,,,,,
"A performance of ""Mathemagic"" - Arthur Benjamin",Mathematics,0,0,,,,,
"What is MSG, and is it actually bad for you? - Sarah E. Tracy",Health,0.741525903,0.622562796,,,,,
What it's like to live on the International Space Station - Cady Coleman,Science & Technology,0.690750634,0.571578647,,,,,
"Yes, scientists are actually building an elevator to space - Fabio Pacucci","Design, Engineering & Technology",0.682721668,0.079123812,,,,,
What's the best country to live in?,Business & Economics,0.697767785,0.677830637,,,,,
Do you see a face? You're actually hallucinating - Susan G. Wardle,Psychology,0.733810377,0.511470146,,,,,
Ethical dilemma: Should we get rid of mosquitoes? - Talya Hackett,Science & Technology,0.717366091,0.538267237,,,,,
Is it possible to lose weight fast? - Hei Man Chan,Health,0.709850081,0.27743056,,,,,
A riddle of ice and fire dragons - Henri Picciotto,Mathematics,0.658042492,0.190780902,,,,,
Why do buildings fall in earthquakes? - Vicki V. May,"Design, Engineering & Technology",0.70116502,0.471240702,,,,,
What's an algorithm? - David J. Malan,Numbers & Operations,0.717352296,1,,,,,
How does alcohol cause blackouts? - Shannon Odell,Health,0.715096865,0.577533002,,,,,
A brief history of toilets - Francis de los Reyes,Social Studies,0.697406881,0.530648707,,,,,
Building a museum of museums on the web - Amit Sood,Visual Arts,0.699308272,0.436365646,,,,,
What it's really like to have autism - Ethan Lisi,Health,0.70436553,0.976134462,,,,,
Democracy - A short introduction,Social Studies,0.76548776,0.602005273,,,,,
Earworms: Those songs that get stuck in your head - Elizabeth Hellmuth Margulis,Psychology,0.689553006,0.478590638,,,,,
What causes sleepwalking? - Emmanuel During,Health,0.762407943,1,,,,,
The diseases that changed humanity forever - Dan Kwartler,Science & Technology,0.739804384,0.512204779,,,,,
"Mansa Musa, one of the wealthiest people who ever lived - Jessica Smith",Social Studies,0.738386675,0.570883372,,,,,
The operating system of life - George Zaidan and Charles Morton,Civics,0.722279175,0.381267309,,,,,
The Watergate scandal: United States vs. Nixon,History,0.680726586,1,,,,,
What makes tattoos permanent? - Claudia Aguirre,Life Sciences,0.71696124,0.684843014,,,,,
The hidden meanings of yin and yang - John Bellaimey,Religion,0.743062974,0.416862349,,,,,
The infamous overpopulation bet: Simon vs. Ehrlich - Soraya Field Fiorio,Social Studies,0.752494113,0.802325771,,,,,
What did people do before anesthesia? - Sally Frampton,Social Studies,0.69082135,0.708755499,,,,,
What happens to your body at the top of Mount Everest - Andrew Lovering,Health,0.696957064,0.705110411,,,,,
Debunking the myth of the Lost Cause: A lie embedded in American history - Karen L. Cox,Social Studies,0.702089103,0.582466065,,,,,
The Chinese legend of the butterfly lovers - Lijun Zhang,Literature,0.730074197,0.531650759,,,,,
The myth of Zeus' test - Iseult Gillespie,Literature & Language,0.752698643,0.447145865,,,,,
How do gas masks actually work? - George Zaidan,"Design, Engineering & Technology",0.719541786,0.604350466,,,,,
How to enter flow state,Psychology,0.72032984,0.536415415,,,,,
Grammar's great divide: The Oxford comma - TED-Ed,Writing/Composition,0.735540851,0.703772913,,,,,
What makes the Great Wall of China so extraordinary - Megan Campisi and Pen-Pen Chen,Literature & Language,0.738070067,0.471212192,,,,,
Can you solve the fantasy election riddle? - Dennis E. Shasha,Thinking & Learning,0.737523376,1,,,,,
What really caused the Irish Potato Famine - Stephanie Honchell Smith,Social Studies,0.663537139,0.686305912,,,,,
The sharks that hunt in forests - Luka Seamus Wright,Environmental Science,0.744039904,0.351357286,,,,,
The real reason dodo birds went extinct - Leon Claessens,Science & Technology,0.696647973,0.327834267,,,,,
The great conspiracy against Julius Caesar - Kathryn Tempest,Social Studies,0.736345751,0.5214047,,,,,
Why is it so hard to cure the common cold?,Health,0.747724954,0.23214187,,,,,
The life cycle of a pair of jeans - Madhavi Venkatesan,Science & Technology,0.698893095,0.60595402,,,,,
The fight for the right to vote in the United States - Nicki Beaman Griffin,Physical Science,0.693700942,0.490612962,,,,,
Can you steal the most powerful wand in the wizarding world? - Dan Finkel,Thinking & Learning,0.73630442,0.9662857,,,,,
What killed all the bison? - Andrew C. Isenberg,Social Studies,0.70484936,0.281891583,,,,,
The British Museum is full of stolen artifacts,The Arts,0.713788329,0.599667227,,,,,
The basics of the Higgs boson - Dave Barney and Steve Goldfarb,Earth and Space Science,0.730891434,0.473171837,,,,,
What's the definition of comedy? Banana. - Addison Anderson,Literature,0.689948136,0.548716366,,,,,
Test yourself: Can you tell the difference between music and noise? - Hanako Sawada,The Arts,0.774664222,0.646691894,,,,,
The unexpected math of origami - Evan Zodl,The Arts,0.729058913,0.493895451,,,,,
What's happening to Earth's core? - Shannon Odell,Science & Technology,0.704941352,0.383466396,,,,,
Why are we warm-blooded?,Science & Technology,0,0,,,,,
The time value of money - German Nande,Mathematics,0.712927963,0.548682797,,,,,
"""I Am Anne Frank"" read by Brad Meltzer and Saul Dreier",Literature & Language,0,0,,,,,
What's the best fuel for your car?,Science & Technology,0.718884417,0.427364737,,,,,
Surviving the coldest place on Earth - Nadia Frontier,Science & Technology,0.707136266,0.549185064,,,,,
How do the lungs work? - Emma Bryce,Health,0.733736959,0.343885186,,,,,
The wild sex lives of marine creatures - Luka Seamus Wright,Science & Technology,0.697085773,0.528280095,,,,,
When are you actually an adult? - Shannon Odell,Psychology,0.701952112,0.52963738,,,,,
Why does ice float in water? - George Zaidan and Charles Morton,Physical Science,0.694830066,0.482180499,,,,,
Is inequality inevitable?,Business & Economics,0.743734876,0.433823208,,,,,
What causes economic bubbles? - Prateek Singh,Business & Economics,0.709497488,0.566436651,,,,,
Would you raise the baby that ate your siblings? - Francesca Barbero,Science & Technology,0.685175538,0.807939038,,,,,
Something weird is happening in our galaxy - Ashkbiz Danehkar,Science & Technology,0.697419258,0.572278558,,,,,
What is a gig economy?,Business & Economics,0.715566548,0.631605491,,,,,
What is chemical equilibrium? - George Zaidan and Charles Morton,Physical Science,0.703824093,0.505678574,,,,,
Why can parrots talk? - Grace Smith-Vidaurre and Tim Wright,Earth and Space Science,0.727031856,0.633712554,,,,,
Why did Megalodon go extinct? - Jack Cooper and Catalina Pimiento,Science & Technology,0.729576617,0.619398021,,,,,
Why mosquitoes bite some people more than others,Science & Technology,0,0,,,,,
Krypton - Periodic Table of Videos,Physical Science,0.767575988,0.525853571,,,,,
Making sense of how life fits together - Bobbi Seleski,Life Sciences,0.745760063,0.581659728,,,,,
What you might not know about the Declaration of Independence - Kenneth C. Davis,Social Studies,0.700679241,0.562747171,,,,,
Is this the most successful animal ever? - Nigel Hughes,Science & Technology,0.722267687,0.475157871,,,,,
A day in the life of the Oracle of Delphi - Mark Robinson,Social Studies,0.727220739,0.474809902,,,,,
The true science of parallel universes,Earth and Space Science,0.670252447,0.492584714,,,,,
The mighty mathematics of the lever - Andy Peterson and Zack Patterson,Geometry,0.735223592,0.485415669,,,,,
Mao Zedong's infamous mango cult - Vivian Jiang,Social Studies,0.684751713,0.427047462,,,,,
Can you solve the human cannonball riddle? - Alex Rosenthal,Mathematics,0.735108605,1,,,,,
A brief history of plural word...s - John McWhorter,Linguistics,0.743738985,0.315639006,,,,,
What really happens to the plastic you throw away - Emma Bryce,Health,0.773220529,0.43532434,,,,,
How pigeons took over the world - Elizabeth Carlen and Joanna Moles,Science & Technology,0.751592846,0.603467448,,,,,
How atoms bond - George Zaidan and Charles Morton,Visual Arts,0.748404377,0.322863645,,,,,
How to know if you're being selfish (and whether or not that's bad) - Mark Hopwood,Philosophy & Religion,0.716772866,0.554802856,,,,,
How much land does it take to power the world?,Science & Technology,0.713886874,0.641867341,,,,,
The gory history of barber surgeons - Stephanie Honchell Smith,Psychology,0.735445875,0.517823371,,,,,
Does math have a major flaw? - Jacqueline Doan and Alex Kazachek,Mathematics,0.735608131,0.185038289,,,,,
"These animals are also plants ?€? wait, what? - Luka Seamus Wright",Science & Technology,0.735444301,1,,,,,
Would you pass the wallet test?,Psychology,0.702108759,0.37083234,,,,,
1816: The year with no summer - David Biello,Science & Technology,0.709444735,0.772340374,,,,,
How is power divided in the United States government? - Belinda Stutzman,Civics,0.733348222,0.452888333,,,,,
Can you outsmart Fate and break her ancient curse? - Dan Finkel,Mathematics,0.693267679,0.106922312,,,,,
What does the world's largest machine do? - Henry Richardson,"Design, Engineering & Technology",0.755758894,0.581229358,,,,,
How we can detect pretty much anything - H??l??ne Morlon and Anna Papadopoulou,Science & Technology,0.71616643,0.576590138,,,,,
What happens when you fall into piranha-infested waters? - Antonio Machado-Allison,Science & Technology,0.739309957,0.582415452,,,,,
Why elephants never forget - Alex Gendler,Life Sciences,0.732877875,0.228622102,,,,,
The bizarre world of parasitic wasps - Miles Zhang,Science & Technology,0.732069174,0.509299589,,,,,
A guide to the energy of the Earth - Joshua M. Sneideman,Earth and Space Science,0.718984259,0.585829266,,,,,
