Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L,,,,,,,
Who IS Sherlock Holmes? - Neil McCaw,Literature & Language,0.326298701,0.113853515,0.266774892,0,0,0,,,,,,,
How to practice effectively...for just about anything - Annie Bosler and Don Greene,Cognition and Learning,0.204365079,0.041666667,0.204365079,0.145685768,0.050426136,0.145685768,,,,,,,
Greening the ghetto - Majora Carter,Design,0,0,0,0,0,0,,,,,,,
Why do some people go bald? - Sarthak Sinha,Health,0.490398551,0.188189033,0.461231884,0.25,0,0.25,,,,,,,
Stanford University Commencement 2005 - Steve Jobs,Motivation and Emotion,0,0,0,0,0,0,,,,,,,
Why the shape of your screen matters - Brian Gervase,Technology,0.294733885,0.070201874,0.2184846,0.137777778,0,0.115555556,,,,,,,
How do we know what color dinosaurs were? - Len Bloch,Science & Technology,0.321587302,0.05,0.202539683,0.078968254,0,0.078968254,,,,,,,
Why should you read sci-fi superstar Octavia E. Butler? - Ayana Jamieson and Moya Bailey,"Design, Engineering & Technology",0.324379085,0.082013244,0.283267974,0,0,0,,,,,,,
Why can't some birds fly? - Gillian Gibb,Science & Technology,0.306182336,0.065333333,0.250797721,0.098717949,0.05,0.098717949,,,,,,,
The Chinese myth of the immortal white snake - Shunan Teng,Literature & Language,0.427879394,0.182539683,0.346959853,0.063578089,0.045454545,0.063578089,,,,,,,
Days of the week song,Organization and Time Management,0.525501253,0.305174701,0.479448622,0.15,0,0.15,,,,,,,
What are gravitational waves? - Amber L. Stuver,Earth and Space Science,0.328397753,0.099930987,0.278215935,0.029365079,0,0.029365079,,,,,,,
The neurons that shaped civilization - VS Ramachandran,Life Sciences,0.37202511,0.146269841,0.337242502,0.257515169,0.110425723,0.252990282,,,,,,,
What did democracy really mean in Athens? - Melissa Schwartzberg,Philosophy & Religion,0.297535014,0.064327485,0.297535014,0.189336219,0,0.172669553,,,,,,,
From pacifist to spy: WWII's surprising secret agent - Shrabani Basu,Social Studies,0.464444444,0.352380952,0.44962963,0,0,0,,,,,,,
What happened to trial by jury? - Suja A. Thomas,Civics,0.360698497,0.092592593,0.303934571,0.046953228,0.013636364,0.038619895,,,,,,,
What if there were 1 trillion more trees? - Jean-Fran??ois Bastin,Science & Technology,0.298627451,0.068197756,0.205263815,0.034628237,0,0.034628237,,,,,,,
Confused about recycling? It's not your fault - Shannon Odell,Psychology,0.334474548,0.036437247,0.301633826,0,0,0,,,,,,,
"The Cambodian myth of lightning, thunder, and rain - Prumsodun Ok",History,0.387492997,0.171232247,0.329397759,0.13629902,0,0.13629902,,,,,,,
The Making of the American Constitution - Judy Walton,History,0.488253968,0.118549708,0.400529101,0.36961372,0.142303292,0.332882801,,,,,,,
What caused the French Revolution? - Tom Mullaney,History,0.258537648,0.060758849,0.258537648,0.156105006,0.064285714,0.141819292,,,,,,,
Grit: the power of passion and perseverance - Angela Lee Duckworth,Philosophy,0.200984594,0.04,0.129907563,0.258333333,0.114285714,0.258333333,,,,,,,
The Turing test: Can a computer pass for a human? - Alex Gendler,Science & Technology,0.266062397,0.017391304,0.180348112,0.046495726,0,0.046495726,,,,,,,
Insults by Shakespeare - April Gudenrath,Literature,0.397550629,0.157364522,0.336439518,0.198228726,0.043956044,0.192965568,,,,,,,
Could we actually live on Mars? - Mari Foroutan,Science & Technology,0.457609428,0.259730159,0.457609428,0.192619048,0.15,0.192619048,,,,,,,
The best stats you've ever seen - Hans Rosling,Data Analysis & Probability,0,0,0,0,0,0,,,,,,,
The science of snowflakes - Maru??a Brada??,"Design, Engineering & Technology",0.280132095,0,0.213327829,0.183980348,0.056770563,0.149499854,,,,,,,
A clever way to estimate enormous numbers - Michael Mitchell,Data Analysis & Probability,0.36979249,0.037192982,0.264328063,0.117681534,0.005555556,0.117681534,,,,,,,
Can love and independence coexist? - Tanya Boucicaut,Literature & Language,0.327323232,0.197142857,0.268063973,0.104166667,0,0.104166667,,,,,,,
How does the stock market work? - Oliver Elfenbaum,Business & Economics,0.390522167,0.084949833,0.33337931,0.039166667,0,0.039166667,,,,,,,
Can you still feel a limb that's gone? - Joshua W. Pate,Health,0.372681704,0.105263158,0.323057644,0.089202552,0.0125,0.081020734,,,,,,,
How the water you flush becomes the water you drink - Francis de los Reyes,Civics,0.197620321,0,0.148756684,0.033333333,0,0.033333333,,,,,,,
Where do new words come from? - Marcel Danesi,Linguistics,0.226862745,0,0.185196078,0.07274531,0.011111111,0.07274531,,,,,,,
A global culture to fight extremism - Maajid Nawaz,Civics,0,0,0,0,0,0,,,,,,,
What if you stopped drinking water?,Health,0.342882492,0.04,0.251032313,0.053333333,0,0.053333333,,,,,,,
The language of lying - Noah Zandan,Speaking,0.337111712,0.092173913,0.298667776,0.114285714,0,0.114285714,,,,,,,
Can you outsmart the fallacy that started a witch hunt? - Elizabeth Cox,Thinking & Learning,0.393665158,0.253333333,0.362895928,0.069215507,0,0.069215507,,,,,,,
Rosalind Franklin: DNA's unsung hero - Cl??udio L. Guerra,Science & Technology,0.36837417,0.152666667,0.340787963,0,0,0,,,,,,,
Where did Earth's water come from? - Zachary Metz,Science & Technology,0.376476829,0.051388889,0.255948198,0.141666667,0,0.141666667,,,,,,,
What causes cavities? - Mel Rosenberg,Health,0.284444444,0.022222222,0.242222222,0,0,0,,,,,,,
How books can open your mind - Lisa Bu,Literature & Language,0.293246187,0.051282051,0.293246187,0.331018519,0.305555556,0.331018519,,,,,,,
Does grammar matter? - Andreea S. Calude,Linguistics,0.304069264,0,0.221991342,0.158039864,0.00625,0.135339286,,,,,,,
The rise and fall of the Byzantine Empire - Leonora Neville,Health,0.430555556,0.202443609,0.36984127,0.188333333,0.033333333,0.188333333,,,,,,,
Diagnosing a zombie: Brain and body (Part one) - Tim Verstynen & Bradley Voytek,"Consciousness, Sensation and Perception",0.240639497,0.02718894,0.162479158,0.025,0,0.025,,,,,,,
What happens when continents collide? - Juan D. Carrillo,Science & Technology,0.378946947,0.272315789,0.368136136,0.174702471,0.114285714,0.174702471,,,,,,,
How the toilet changed history,"Design, Engineering & Technology",0.322041123,0.037391304,0.232739036,0.035396825,0,0.035396825,,,,,,,
"How big is a mole? (Not the animal, the other one.) - Daniel Dulek",Physical Science,0.39857946,0.046666667,0.295614151,0.097186533,0.013574661,0.097186533,,,,,,,
Forget shopping. Soon you'll download your new clothes - Danit Peleg,Psychology,0.327221927,0.117444214,0.313428824,0.035818713,0,0.035818713,,,,,,,
Titan of terror: The dark imagination of H.P. Lovecraft - Silvia Moreno-Garcia,Literature & Language,0.387847547,0.18041629,0.27839221,0.087272727,0.061111111,0.087272727,,,,,,,
"Everything you need to know to read ""The Canterbury Tales"" - Iseult Gillespie",Literature & Language,0.382371615,0.176410256,0.290905696,0,0,0,,,,,,,
The moral roots of liberals and conservatives - Jonathan Haidt,Civics,0,0,0,0,0,0,,,,,,,
The problem with the U.S. bail system - Camilo Ramirez,Social Studies,0.315893623,0.1576917,0.294840991,0.13932627,0.008333333,0.133685245,,,,,,,
Is the weather actually becoming more extreme? - R. Saravanan,"Design, Engineering & Technology",0.321978022,0.068414918,0.250549451,0.10309535,0.022916667,0.097539794,,,,,,,
"The unexpected math behind Van Gogh's ""Starry Night"" - Natalya St. Clair",Visual Arts,0.317611436,0.045714286,0.280111436,0.129283947,0.034090909,0.118835585,,,,,,,
Can robots be creative? - Gil Weinberg,"Design, Engineering & Technology",0.322691335,0.14295977,0.285523403,0.242430534,0.070104265,0.222773764,,,,,,,
"Who were Las Mariposas, and why were they murdered? - Lisa Krause",Social Studies,0.418815037,0.213074074,0.372815814,0.009090909,0,0.009090909,,,,,,,
The hidden treasures of Timbuktu - Elizabeth Cox,Social Studies,0.413376623,0.1,0.325194805,0.208333333,0.1,0.208333333,,,,,,,
How to choose your news - Damon Brown,Media and Journalism,0.252196223,0.058201058,0.224577176,0.020050125,0,0.020050125,,,,,,,
The life cycle of a t-shirt - Angel Chang,Environmental Science,0.388552285,0.162931237,0.309797344,0.119642857,0,0.119642857,,,,,,,
How to use rhetoric to get what you want - Camille A. Langston,Speaking,0.31868765,0.080672269,0.274105607,0.25,0,0.25,,,,,,,
The hidden network that makes the internet possible - Sajan Saini,Science & Technology,0.281094735,0.031974922,0.255691509,0.113030286,0.016347826,0.113030286,,,,,,,
"Martin Luther King, Jr.: ""I have a dream""",Literature,0.384615385,0,0.230769231,0.095238095,0,0.095238095,,,,,,,
"The ""End Of History"" Illusion - Bence Nanay",Psychology,0.444771018,0.240424591,0.422548796,0.090833333,0,0.090833333,,,,,,,
Buffalo buffalo buffalo: One-word sentences and how they work - Emma Bryce,Literature & Language,0.30284058,0,0.22084058,0.162859363,0.028571429,0.162859363,,,,,,,
How I discovered DNA - James Watson,Life Sciences,0,0,0,0,0,0,,,,,,,
What causes body odor? - Mel Rosenberg,Health,0.337311506,0.171774892,0.29886757,0.168181818,0.05,0.159090909,,,,,,,
"Why should you read ""Lord of the Flies"" by William Golding? - Jill Dash","Design, Engineering & Technology",0.48569836,0.26507177,0.48569836,0.072900433,0,0.072900433,,,,,,,
Why do we dream? - Amy Adkins,"Design, Engineering & Technology",0.407188106,0.149134199,0.258121095,0.212003968,0.157142857,0.212003968,,,,,,,
An introduction to mathematical theorems - Scott Kennedy,Numbers & Operations,0.296459096,0.054385965,0.255189255,0.292296592,0,0.288400488,,,,,,,
The moon illusion - Andrew Vanden Heuvel,Earth and Space Science,0.391095571,0.197067449,0.353519814,0.427900433,0.329626623,0.421650433,,,,,,,
Why is Mount Everest so tall? - Michele Koppes,Science & Technology,0.377655678,0.128282828,0.298315018,0.182857143,0.070789474,0.177705628,,,,,,,
This is what happens when you hit the gas - Shannon Odell,History,0.245316321,0.0784689,0.192935368,0.083419913,0,0.083419913,,,,,,,
If superpowers were real: Super speed - Joy Lin,Life Sciences,0.288021978,0.058787879,0.20760989,0.070192308,0.021428571,0.070192308,,,,,,,
How one journalist risked her life to hold murderers accountable - Christina Greer,Psychology,0.395189084,0.142285877,0.343707602,0.014285714,0,0.014285714,,,,,,,
What can DNA tests really tell us about our ancestry? - Prosanta Chakrabarty,Social Studies,0.241152519,0,0.164792961,0.0125,0,0.0125,,,,,,,
Plato's Allegory of the Cave - Alex Gendler,Philosophy,0.484853958,0.210615471,0.35664214,0.172497429,0.006666667,0.167268671,,,,,,,
Is math discovered or invented? - Jeff Dekofsky,Mathematics,0.286601118,0.011111111,0.222327614,0.25,0.2,0.25,,,,,,,
The Silk Road: Connecting the ancient world through trade - Shannon Harris Castelo,Social Studies,0.451555556,0.186279112,0.393354497,0.091784992,0.016526611,0.08940404,,,,,,,
Which type of milk is best for you? - Jonathan J. O'Sullivan & Grace E. Cunningham,Health,0.373252834,0.123712954,0.30915027,0.2,0,0.2,,,,,,,
The infamous and ingenious Ho Chi Minh Trail - Cameron Paterson,History,0.501025641,0.339377289,0.501025641,0.114039053,0.021233766,0.107789053,,,,,,,
How good is your eyesight? A test!,Teaching & Education,0.308426929,0.079837554,0.263093596,0.068571429,0,0.068571429,,,,,,,
Artemisia Gentileschi: The woman behind the paintings - Allison Leigh,The Arts,0.442899584,0.151476913,0.323113488,0.121380825,0.038333333,0.121380825,,,,,,,
The myth of Cupid and Psyche - Brendan Pelsue,Literature,0.245146993,0,0.16584835,0.103381691,0.022116119,0.098737729,,,,,,,
The surprising reason our muscles get tired - Christian Moro,Science & Technology,0.374176548,0.117171717,0.310631398,0.156821747,0,0.152821747,,,,,,,
How do contraceptives work? - NWHunter,Sex Education,0.302079609,0,0.201397141,0.027692308,0,0.027692308,,,,,,,
Vowel-rr | Learn to read,Literature & Language,0.301962154,0.095128241,0.267193414,0.07797619,0.017692308,0.071309524,,,,,,,
Why should you read Edgar Allan Poe? - Scott Peeples,Literature & Language,0.324952381,0.091361778,0.258,0.075,0,0.075,,,,,,,
How blood pressure works - Wilfred Manzano,Health,0.414612795,0.092767677,0.308619529,0.091666667,0,0.091666667,,,,,,,
How to set the table - Anna Post,Organization and Time Management,0.373687271,0.099835565,0.243130241,0.038809524,0,0.038809524,,,,,,,
How to build a fictional world - Kate Messner,Life Sciences,0.480067455,0.199049348,0.392759467,0.154906629,0.028168498,0.142684407,,,,,,,
The ethical dilemma of self-driving cars - Patrick Lin,The Arts,0.246036347,0.047168831,0.169068323,0.170748973,0.007142857,0.135225469,,,,,,,
How small are we in the scale of the universe? - Alex Hofeldt,Earth and Space Science,0.508603896,0.24512219,0.424383117,0.183254461,0.067372742,0.168423781,,,,,,,
What is d??j?? vu? What is d??j?? vu? - Michael Molina,Psychology,0.519248982,0.242201139,0.508438172,0.211111111,0.2,0.211111111,,,,,,,
Why it's so hard to cure HIV/AIDS - Janet Iwasa,Medical Conditions,0.359073084,0.046666667,0.284527629,0.098003663,0.020192308,0.097051282,,,,,,,
What is verbal irony? - Christopher Warner,Literature,0.368071073,0.19697479,0.347018441,0.261724036,0.091666667,0.22243808,,,,,,,
The power of the placebo effect - Emma Bryce,Growth & Development,0.504313725,0.30974359,0.480784314,0.077042381,0,0.074074661,,,,,,,
How labor unions shape society - Margaret Levi,Social Studies,0,0,0,0,0,0,,,,,,,
How does your brain respond to pain? - Karen D. Davis,Life Sciences,0.243103617,0.030769231,0.180073314,0.175564893,0.080119048,0.175564893,,,,,,,
The breathtaking courage of Harriet Tubman - Janell Hobson,Social Studies,0.31596463,0.123586745,0.302171527,0,0,0,,,,,,,
Frida Kahlo: The woman behind the legend - Iseult Gillespie,The Arts,0.261950165,0.090196078,0.244558861,0.081111111,0,0.081111111,,,,,,,
How does this all-female species reproduce? - Susana Freitas and Darren Parker,Science & Technology,0.325012072,0.103809524,0.274844848,0.068777473,0.007692308,0.068777473,,,,,,,
Why no aquarium has a great white shark,Science & Technology,0.285943223,0.083809524,0.270558608,0,0,0,,,,,,,
The Boltzmann brain paradox - Fabio Pacucci,Thinking & Learning,0.454127896,0.129741085,0.413019978,0.230228723,0.021062271,0.212970923,,,,,,,
The left brain vs. right brain myth - Elizabeth Waters,Life Sciences,0.39956229,0.12743695,0.338653199,0.23841593,0.029739011,0.237111583,,,,,,,
The Akune brothers: Siblings on opposite sides of war - Wendell Oshiro,Social Studies,0.32831062,0.160383518,0.316189408,0.00625,0,0.00625,,,,,,,
What would happen if every human suddenly disappeared? - Dan Kwartler,Science & Technology,0.369007804,0.102380952,0.302898551,0.149090909,0.025,0.149090909,,,,,,,
Would winning the lottery make you happier? - Raj Raghunathan,Emotional Health,0.325013684,0.073732194,0.190426929,0.19332824,0.045833333,0.188354695,,,,,,,
Vermicomposting: How worms can reduce our waste - Matthew Ross,Environmental Science,0.301532685,0.131734748,0.274866018,0.086666667,0,0.086666667,,,,,,,
How sugar affects the brain - Nicole Avena,Nutrition,0.391640212,0.128571429,0.31015873,0.087301587,0,0.087301587,,,,,,,
How do we create a better economy?,Business & Economics,0.301967419,0.04171123,0.285300752,0.200770145,0,0.171127288,,,,,,,
How to write descriptively - Nalo Hopkinson,Health,0.258192668,0,0.233192668,0.063293651,0,0.063293651,,,,,,,
How the Suez Canal changed the world - Lucia Carminati,"Design, Engineering & Technology",0.553301435,0.418280543,0.539015721,0.05,0,0.05,,,,,,,
Shakespearean dating tips - Anthony John Peters,Literature,0.408551198,0.12,0.370206972,0.214444444,0.1,0.214444444,,,,,,,
Can you solve the birthday cake riddle? - Marie Brodsky,Mathematics,0.392169312,0.22792008,0.377883598,0.095027056,0.033452381,0.095027056,,,,,,,
Can you solve the risky disk riddle? - James Tanton,Thinking & Learning,0.22513214,0.019047619,0.160682012,0.114061355,0,0.114061355,,,,,,,
How do we study the stars? - Yuan-Sen Ting,Science & Technology,0.25321267,0.043333333,0.164683258,0.212567593,0.026408669,0.194471249,,,,,,,
The rise and fall of Italy's warriors-for-hire - Stephanie Honchell Smith,Social Studies,0.324978355,0.110003681,0.324978355,0.121904762,0,0.121904762,,,,,,,
How Mendel's pea plants helped us understand genetics - Hortensia Jim??nez Diaz,Life Sciences,0.339246377,0.133680355,0.321855072,0.262121212,0.061111111,0.262121212,,,,,,,
How does the thyroid manage your metabolism? - Emma Bryce,Health,0.427252747,0.166007326,0.368919414,0.047678571,0.0125,0.047678571,,,,,,,
This one weird trick will get you infinite gold - Dan Finkel,Thinking & Learning,0.420107429,0.10647619,0.35827168,0.02039072,0,0.02039072,,,,,,,
5 tips to improve your critical thinking - Samantha Agoos,Thinking & Learning,0.522740741,0.297398601,0.493111111,0.269136419,0.079166667,0.269136419,,,,,,,
The rise and fall of the medieval Islamic Empire - Petra Sijpesteijn & Birte Kristiansen,Social Studies,0.323589744,0.10599473,0.308205128,0.079776211,0.024354067,0.079776211,,,,,,,
A brief history of graffiti - Kelly Wall,Visual Arts,0.379130435,0.079365079,0.34173913,0.091793461,0,0.079635452,,,,,,,
How the Normans changed the history of Europe - Mark Robinson,Social Studies,0.341540125,0.143968008,0.301439874,0.234115615,0.03,0.229801889,,,,,,,
How languages evolve - Alex Gendler,Linguistics,0.322461538,0.068115942,0.26374359,0.075973748,0,0.075973748,,,,,,,
How does caffeine keep us awake? - Hanan Qasim,Life Sciences,0.285369532,0.0125,0.163097034,0.0225,0,0.0225,,,,,,,
5 dangerous things you should let your kids do,Health,0.095120054,0,0.093746428,0,0,0,,,,,,,
"Everything you need to know to read Homer's ""Odyssey"" - Jill Dash",Literature,0.264550265,0.053052632,0.244550265,0.090416667,0.048095238,0.090416667,,,,,,,
Should we eat bugs? - Emma Bryce,Earth and Space Science,0.228039673,0,0.204230149,0.05625,0,0.05625,,,,,,,
The most notorious scientific feud in history - Lukas Rieppel,Science & Technology,0.295608256,0,0.197072171,0.152773321,0.029583333,0.141335413,,,,,,,
The scientific origins of the Minotaur - Matt Kaplan,Social Studies,0.270747135,0.041052632,0.254747135,0.034090909,0,0.034090909,,,,,,,
The historic women's suffrage march on Washington - Michelle Mehrtens,History,0.225652141,0.034057971,0.211366427,0,0,0,,,,,,,
Is there a center of the universe? - Marjee Chmiel and Trevor Owens,Earth and Space Science,0.341214045,0.09583524,0.287118807,0.086111111,0,0.086111111,,,,,,,
A day in the life of a teenager in medieval Baghdad - Birte Kristiansen and Petra Sijpesteijn,Social Studies,0.272966075,0,0.181643324,0.045375309,0,0.045375309,,,,,,,
The myth of the original star-crossed lovers - Shannon Zhao,Literature & Language,0.46,0.172991453,0.44,0.120627516,0.043611111,0.108127516,,,,,,,
Why we love repetition in music - Elizabeth Hellmuth Margulis,Cognition and Learning,0.297494553,0.108571429,0.267864924,0.189191083,0.007692308,0.154122912,,,,,,,
Why plague doctors wore beaked masks,Social Studies,0.390148313,0.136892737,0.36057842,0.111111111,0,0.111111111,,,,,,,
Why do cats have vertical pupils? - Emma Bryce,Life Sciences,0.296703297,0,0.184065934,0.13733806,0.030448718,0.134812808,,,,,,,
What happened to the lost Kingdom of Kush? - Geoff Emberling,Social Studies,0.245474747,0.054545455,0.227292929,0.203333333,0,0.203333333,,,,,,,
The difference between classical and operant conditioning - Peggy Andover,"History, Approaches and Methods",0.359844226,0.09589372,0.270354347,0.120757576,0.072222222,0.112424242,,,,,,,
What would happen if you didn't sleep? - Claudia Aguirre,Health,0.352247285,0.116503268,0.332247285,0.260649351,0.122222222,0.260649351,,,,,,,
The law of conservation of mass - Todd Ramsey,Science & Technology,0.448484848,0.147272727,0.290909091,0.016666667,0,0.016666667,,,,,,,
Overcoming obstacles - Steven Claunch,Motivation and Emotion,0.239172592,0.015384615,0.201357466,0.084249623,0.005555556,0.084249623,,,,,,,
One of history's most dangerous myths - Anneliese Mehnert,Social Studies,0.579429757,0.386180683,0.526434365,0.310148846,0.066603784,0.261455791,,,,,,,
A digital reimagining of Gettysburg - Anne Knowles,History,0.555555556,0.294117647,0.444444444,0.041666667,0,0.041666667,,,,,,,
The myth behind the Chinese zodiac - Megan Campisi and Pen-Pen Chen,Area Studies,0.473780605,0.187343358,0.473780605,0.295454545,0,0.268181818,,,,,,,
Can you guess what's wrong with these paintings? - Noah Charney,The Arts,0.372641503,0.148618357,0.343933369,0.093153595,0,0.093153595,,,,,,,
How to spot a misleading graph - Lea Gaslowitz,Information Literacy,0.273435807,0.086889952,0.258620993,0.21564315,0.023809524,0.21564315,,,,,,,
How can you change someone's mind? (hint: facts aren't always enough) - Hugo Mercier,Literature & Language,0.246825397,0.028571429,0.197936508,0.140596348,0.035615079,0.117638832,,,,,,,
The science of skin - Emma Bryce,Literature & Language,0.36757085,0.111993888,0.244696356,0.123310023,0.027777778,0.123310023,,,,,,,
One of the most difficult words to translate... - Krystian Aparta,Linguistics,0.392615833,0.079629218,0.271858643,0.011111111,0,0.011111111,,,,,,,
Johann Sebastian Bach's Life (The 3-Minute Version),Social Studies,0.432136752,0.166666667,0.432136752,0.168333333,0.125,0.168333333,,,,,,,
The death of the universe,Performing Arts,0.502327624,0.167095238,0.400087835,0,0,0,,,,,,,
World's only moving mud puddle,Science & Technology,0,0,0,0,0,0,,,,,,,
Try something new for 30 days - Matt Cutts,Psychology,0.126613409,0,0.108756266,0.170540224,0.00625,0.1223079,,,,,,,
Where did English come from? - Claire Bowern,Literature & Language,0.306808688,0.057,0.210073796,0.283333333,0,0.283333333,,,,,,,
The happy secret to better work - Shawn Achor,Philosophy,0,0,0,0,0,0,,,,,,,
The simple story of photosynthesis and food - Amanda Ooten,Life Sciences,0.315250836,0.06884058,0.297859532,0.05,0,0.05,,,,,,,
The chaotic brilliance of artist Jean-Michel Basquiat - Jordana Moore Saggese,The Arts,0.391770249,0.172798663,0.364184042,0.083333333,0.066666667,0.083333333,,,,,,,
Why is it so hard to escape poverty? - Ann-Hel??n Bay,Business & Economics,0.400264063,0.185057135,0.36726743,0.163082702,0.043803419,0.163082702,,,,,,,
What did dogs teach humans about diabetes? - Duncan C. Ferguson,Health,0.297494842,0.044444444,0.197308184,0.05,0,0.05,,,,,,,
Can you solve the private eye riddle? - Henri Picciotto,Mathematics,0.378568412,0.130221205,0.249077354,0.155470846,0.064215686,0.155470846,,,,,,,
Did Shakespeare write his plays? - Natalya St. Clair and Aaron Williams,Performing Arts,0.354923871,0.200392157,0.354923871,0.193426378,0.106025641,0.193426378,,,,,,,
The sibling rivalry that divided a town - Jay Van Bavel and Dominic Packer,Psychology,0.316429052,0.054545455,0.22233189,0.201807645,0.026739927,0.173487809,,,,,,,
What makes muscles grow? - Jeffrey Siegel,Social Studies,0.387296037,0.139059011,0.34032634,0.125747863,0.016666667,0.12241453,,,,,,,
The genes you don't get from your parents (but can't live without) - Devin Shuman,Science & Technology,0.409820972,0.204102564,0.312429668,0.052497502,0,0.052497502,,,,,,,
Mary's Room: A philosophical thought experiment - Eleanor Nelsen,Nature of Science,0.484446294,0.304702934,0.424159212,0.099771626,0.008695652,0.091478165,,,,,,,
A brief history of Spanish - Ilan Stavans,Literature & Language,0.372432749,0.05,0.247824561,0,0,0,,,,,,,
Defining cyberwarfare...in hopes of preventing it - Daniel Garrie,Technology,0.315971693,0.154770053,0.284490211,0.079642857,0,0.079642857,,,,,,,
A day in the life of an ancient Egyptian doctor - Elizabeth Cox,Social Studies,0.206510086,0.016,0.192716983,0.063803419,0,0.063803419,,,,,,,
How the K??nigsberg bridge problem changed mathematics - Dan Van der Vieren,Geometry,0.392450216,0.198885173,0.360450216,0.181498553,0.005555556,0.151026336,,,,,,,
Why good leaders make you feel safe - Simon Sinek,Teaching & Education,0,0,0,0,0,0,,,,,,,
What causes kidney stones? - Arash Shadman,Medical Conditions,0.538110517,0.347777778,0.499928699,0.437777778,0.3,0.437777778,,,,,,,
The myth of King Midas and his golden touch - Iseult Gillespie,Literature & Language,0.340909091,0.02,0.271212121,0.070995671,0,0.065800866,,,,,,,
Music and creativity in Ancient Greece - Tim Hansen,Life Sciences,0.411847042,0.155019367,0.227936508,0.239285714,0,0.239285714,,,,,,,
This is Sparta: Fierce warriors of the ancient world - Craig Zimmer,Science & Technology,0.324641324,0.060100251,0.257117357,0,0,0,,,,,,,
"How to organize, add and multiply matrices - Bill Shillito",Algebra,0.349047619,0.087912088,0.303809524,0.119612936,0.011764706,0.108293811,,,,,,,
What is a calorie? - Emma Bryce,Health,0.252392157,0.079837554,0.220392157,0.048,0,0.048,,,,,,,
The punishable perils of plagiarism - Melissa Huseman D'Annunzio,Writing/Composition,0.139671351,0.016825397,0.100604239,0.159448052,0.065,0.159448052,,,,,,,
Can other animals understand death? - Barbara J. King,Science & Technology,0.245974026,0.032121212,0.199220779,0.135349814,0.068618421,0.130251774,,,,,,,
"Blood, concrete, and dynamite: Building the Hoover Dam - Alex Gendler","Design, Engineering & Technology",0.428332864,0.090588235,0.410151046,0.070714286,0.008333333,0.055995671,,,,,,,
How do tornadoes form? - James Spann,Environmental Science,0.296141215,0.087542088,0.262807882,0.244166667,0.05,0.244166667,,,,,,,
The last banana: A thought experiment in probability - Leonardo Barichello,Mathematics,0.344175824,0.162121212,0.298461538,0.155147059,0.013333333,0.155147059,,,,,,,
How horses changed history - William T. Taylor,Social Studies,0.288654864,0.035338346,0.21492267,0.20625244,0.041666667,0.205598846,,,,,,,
How do oysters make pearls? - Rob Ulrich,Science & Technology,0.358699035,0.092923077,0.29309057,0.15,0,0.15,,,,,,,
Why are cockroaches so hard to kill? - Ameya Gondhalekar,Science & Technology,0.29764866,0.05210084,0.264831323,0.011111111,0,0.011111111,,,,,,,
Why a sausage can do what your gloves cannot - Charles Wallace and Sajan Saini,"Design, Engineering & Technology",0.400227842,0.021052632,0.305582137,0.129166667,0,0.129166667,,,,,,,
The Arctic vs. the Antarctic - Camille Seaman,Earth and Space Science,0.344985994,0.121608187,0.324985994,0.064257271,0.027272727,0.064257271,,,,,,,
The dark history of the Chinese Exclusion Act - Robert Chang,Social Studies,0.270750655,0.088587477,0.197186155,0.149402958,0.029166667,0.134402958,,,,,,,
The paradox of value - Akshita Agarwal,Business & Economics,0.324608426,0.098284382,0.28150577,0.00625,0,0.00625,,,,,,,
The contributions of female explorers - Courtney Stephens,Anthropology,0.257381573,0.102914654,0.215686426,0.072387612,0.027272727,0.072387612,,,,,,,
"The loathsome, lethal mosquito - Rose Eveleth","Design, Engineering & Technology",0.296776557,0.132854864,0.296776557,0.194560995,0.1,0.194560995,,,,,,,
How to squeeze electricity out of crystals - Ashwini Bharathula,Physical Science,0.502204969,0.192481203,0.477204969,0.050874126,0,0.050874126,,,,,,,
How long should your naps be? - Sara C. Mednick,Health,0.357393962,0.167558528,0.271879247,0.175,0.15,0.175,,,,,,,
Can wildlife adapt to climate change? - Erin Eastwood,Science & Technology,0.401542618,0.195200904,0.36283294,0,0,0,,,,,,,
A brief history of numerical systems - Alessandra King,Mathematics,0.47682084,0.186357466,0.410154173,0.224997502,0.038520734,0.214448052,,,,,,,
The myth of Thor's journey to the land of giants - Scott A. Mellor,Social Studies,0.271853732,0,0.199212581,0.0495671,0,0.0495671,,,,,,,
What makes a hero? - Matthew Winkler,Literature,0.425342657,0.188888889,0.409342657,0.125311355,0.080769231,0.111978022,,,,,,,
From Aaliyah to Jay-Z: Captured moments in hip-hop history - Jonathan Mannion,Visual Arts,0.195800395,0.051515152,0.195800395,0.20588958,0.06283724,0.165980452,,,,,,,
Why tragedies are alluring - David E. Rivas,The Arts,0.352099379,0.069565217,0.223221532,0.047615008,0,0.047615008,,,,,,,
What happened when these 6 dictators took over - Stephanie Honchell Smith,Social Studies,0.340809723,0.11969697,0.291367137,0.092424242,0,0.092424242,,,,,,,
You can only save one--- who do you choose? - Doug MacKay,Philosophy & Religion,0.273817384,0.065,0.222291069,0.184359551,0.128259804,0.171859551,,,,,,,
Can you solve the time traveling car riddle? - Dan Finkel,Mathematics,0.296778939,0.126916221,0.264165699,0.102077304,0.016666667,0.102077304,,,,,,,
