title,category,average-bleu,average-rouge,average-bert-score,average-cosine-similarity
Biodiesel: The afterlife of oil - Natascia Radice,Science & Technology,0.72974311,0.191154943,0.541310667,0.403639545
What triggers a chemical reaction? - Kareem Jarrah,Science & Technology,0.664479193,0.128433141,0.407454115,0.347578242
The rise and fall of the Assyrian Empire - Marian H. Feldman,Science & Technology,0.665167287,0.071533396,0.367782928,0.318713536
Ugly History: The U.S. Syphilis Experiment - Susan M. Reverby,Science & Technology,0.696975701,0.105512359,0.399437597,0.253069109
How Does it Grow? Cauliflower,Science & Technology,0.710176908,0.073604153,0.426208595,0.241425729
What are trees made of?,Science & Technology,0.697719815,0.094756441,0.431928314,0.315621918
Why do we have belly buttons?,Science & Technology,0.715091184,0.117208486,0.474165997,0.350790212
The effects of underwater pressure on the body - Neosha S Kashef,Science & Technology,0.753244101,0.164729937,0.45249096,0.287362956
What's the smallest thing in the universe? - Jonathan Butterworth,Science & Technology,0.739039635,0.092714031,0.513386793,0.266717676
How smart are dolphins? - Lori Marino,Science & Technology,0.716059991,0.067898338,0.393663709,0.339281046
"Vultures: The acid-puking, plague-busting heroes of the ecosystem - Kenny Coogan",Science & Technology,0.674482789,0.142213087,0.463085997,0.3820031
Why is cotton in everything? - Michael R. Stiff,Science & Technology,0.73169842,0.130017156,0.415322031,0.33942673
"If matter falls down, does antimatter fall up? - Chlo?? Malbrunot",Science & Technology,0.652986152,0.121305866,0.455192707,0.296452767
"From DNA to Silly Putty, the diverse world of polymers - Jan Mattingly",Science & Technology,0.691004055,0.049362319,0.374084555,0.255820857
Einstein's brilliant mistake: Entangled states - Chad Orzel,Science & Technology,0.717499284,0.163769211,0.451096356,0.330904369
Why the Arctic is climate change's canary in the coal mine - William Chapman,Science & Technology,0.679693327,0.101059599,0.408079708,0.254048796
Freaks of nature: water holding frogs,Science & Technology,0.781169848,0.1,0.415038966,0.28585086
What in the world is a lunar eclipse tetrad?,Science & Technology,0.860931928,0.202037037,0.542645189,0.465002803
Could your brain repair itself? - Ralitsa Petrova,Science & Technology,0.671049351,0.116430611,0.496046999,0.426031345
Are insect brains the secret to great AI? - Frances S. Chance,Science & Technology,0.637107268,0.109649123,0.36117223,0.297032294
Why is ketchup so hard to pour? - George Zaidan,Science & Technology,0.682521116,0.091928287,0.448601588,0.307449288
"Light seconds, light years, light centuries: How to measure extreme distances - Yuan-Sen Ting",Science & Technology,0.773811592,0.05279307,0.354753359,0.147236289
There may be extraterrestrial life in our solar system - Augusto Carballido,Science & Technology,0.645528808,0.033641304,0.402620026,0.193763822
What makes TB the world's most infectious killer? - Melvin Sanicas,Science & Technology,0.717971996,0.115794206,0.483501536,0.396031933
How does a jellyfish sting? - Neosha S Kashef,Science & Technology,0.680111571,0.116507937,0.426114719,0.309759742
"Is fire a solid, a liquid, or a gas? - Elizabeth Cox",Science & Technology,0.678274898,0.071807359,0.393663853,0.402877111
How does hibernation work? - Sheena Faherty,Science & Technology,0.744537518,0.084733274,0.417157439,0.248831685
How do solar panels work? - Richard Komp,Science & Technology,0.715922642,0.138514428,0.529318436,0.381809114
Underwater Explosions (Science with Alan Sailer!),Science & Technology,0.780798305,0.156015038,0.484150361,0.307421925
Your body vs. Implants - Kaitlyn Sadtler,Science & Technology,0.691774005,0.083568605,0.419090785,0.173495879
How oceanographers found the Titanic,Science & Technology,0.804656486,0.15,0.39858463,0.284247994
What is a fungus?,Science & Technology,0.692169986,0.066048535,0.426078433,0.433887107
How do schools of fish swim in harmony? - Nathan S. Jacobs,Science & Technology,0.638695364,0.103426138,0.422658647,0.284535249
FOG: Clearing up the confusion,Science & Technology,0.722160146,0.157563628,0.542797528,0.510248314
The invisible motion of still objects - Ran Tivony,Science & Technology,0.739121351,0.074046157,0.433055015,0.337505303
How heavy is air? - Dan Quinn,Science & Technology,0.672939504,0.09671113,0.39794967,0.23995305
Why neutrinos matter - Silvia Bravo Gallart,Science & Technology,0.73656268,0.195391345,0.554784857,0.47716446
The chemistry of cold packs - John Pollard,Science & Technology,0.693781267,0.121693642,0.437615445,0.321432773
Schr??dinger's cat: A thought experiment in quantum mechanics - Chad Orzel,Science & Technology,0.719826716,0.073361007,0.423033946,0.292264875
Rosalind Franklin: DNA's unsung hero - Cl??udio L. Guerra,Science & Technology,0.734937864,0.116753523,0.407660471,0.289724665
Where did Earth's water come from? - Zachary Metz,Science & Technology,0.774827643,0.068360806,0.456689995,0.252445831
How to unboil an egg - Eleanor Nelsen,Science & Technology,0.736910949,0.070795207,0.412286032,0.229207009
Why the octopus brain is so extraordinary - Cl??udio L. Guerra,Science & Technology,0.722486175,0.124191755,0.439399944,0.31048748
Why do wings help you fly?,Science & Technology,0.757911042,0.099890781,0.46538048,0.320739542
The weird and wonderful metamorphosis of the butterfly - Franziska Bauer,Science & Technology,0.730521216,0.112384914,0.499170879,0.376899799
The physics of a pool vortex,Science & Technology,0.659437457,0.133333333,0.415395891,0.364421724
The murder of ancient Alexandria's greatest scholar - Soraya Field Fiorio,Science & Technology,0.672363069,0.107092829,0.462695841,0.292614103
Why don't we throw trash in volcanoes?,Science & Technology,0.633340231,0.05,0.457010657,0.311440096
How the mantis shrimp can break glass,Science & Technology,0.760476268,0.143674136,0.460596289,0.364675974
Why does smoke follow you around a fire?,Science & Technology,0.649826972,0.015625,0.364279628,0.266795548
How to fossilize...yourself - Phoebe A. Cohen,Science & Technology,0.689625252,0.08686339,0.446208698,0.314252915
What is the coldest thing in the world? - Lina Marieth Hoyos,Science & Technology,0.679767462,0.103098833,0.41820857,0.30537201
What happens when continents collide? - Juan D. Carrillo,Science & Technology,0.718662922,0.128561436,0.452743302,0.348820215
The death of bees explained,Science & Technology,0.76604947,0.021230159,0.377111161,0.17876157
Proof of Evolution That You Can Find on Your Body,Science & Technology,0.777044311,0.102751352,0.420327538,0.186378443
What is dust made of? - Michael Marder,Science & Technology,0.7162161,0.082603261,0.367862593,0.199269387
Why does your cat's tongue feel like sandpaper?,Science & Technology,0.770600995,0.091236541,0.432055046,0.351337787
Misconceptions about falling objects,Science & Technology,0.70444298,0.146764595,0.453591259,0.376744346
"If your hands could smell, you'd be an octopus",Science & Technology,0.733298014,0.11860119,0.43312623,0.470112691
What happens if you cut down all of a city's trees? - Stefan Al,Science & Technology,0.741877724,0.048217134,0.373403252,0.15612405
How do fish make electricity? - Eleanor Nelsen,Science & Technology,0.741223818,0.078205807,0.444312147,0.302212196
Why don't haircuts hurt?,Science & Technology,0.763602358,0.140176831,0.48358023,0.296189261
Why is biodiversity so important? - Kim Preshoff,Science & Technology,0.676899794,0.114260115,0.430247522,0.355313008
How CRISPR lets you edit DNA - Andrea M. Henle,Science & Technology,0.619918841,0.042115766,0.363311868,0.297190644
Cola fountains: a nucleation spectacular,Science & Technology,0.727261312,0.116805983,0.500384767,0.200090472
What if cracks in concrete could fix themselves? - Congrui Jin,Science & Technology,0.65750874,0.09392029,0.4247119,0.176420133
What happens when your DNA is damaged? - Monica Menesini,Science & Technology,0.7002231,0.131341196,0.469839194,0.394600054
How do crystals work? - Graham Baird,Science & Technology,0.713779031,0.119007793,0.488324614,0.327172025
The race to sequence the human genome - Tien Nguyen,Science & Technology,0.6253385,0.161275532,0.489713716,0.411130478
The Turing test: Can a computer pass for a human? - Alex Gendler,Science & Technology,0.728219247,0.112939153,0.462706894,0.373299313
Big rig myths: bicycle drafting,Science & Technology,0.701054804,0.207496078,0.488930689,0.303992715
What are mini brains? - Madeline Lancaster,Science & Technology,0.669625725,0.21094767,0.47865691,0.323615857
Could we actually live on Mars? - Mari Foroutan,Science & Technology,0.688592235,0.107222222,0.469859251,0.315946651
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,Science & Technology,0.671970795,0.083294553,0.451205809,0.340268564
The sexual deception of orchids - Anne Gaskett,Science & Technology,0.691026031,0.130399687,0.510968711,0.475076079
Sunlight is way older than you think - Sten Odenwald,Science & Technology,0.663185253,0.172721003,0.501858239,0.435505525
What happens when you lose a balloon?,Science & Technology,0.67099602,0.208992867,0.465009514,0.419967425
The Higgs Boson -- a hero or a villain?,Science & Technology,0.709987422,0.090066925,0.459671086,0.275161554
How to grow a bone - Nina Tandon,Science & Technology,0.656047175,0.090128483,0.43913454,0.262392251
Inside the killer whale matriarchy - Darren Croft,Science & Technology,0.623817604,0.106351137,0.352263703,0.271501107
Why do some people hate cilantro?,Science & Technology,0.758390912,0.126306175,0.437382443,0.355638968
How we think complex cells evolved - Adam Jacobson,Science & Technology,0.754114671,0.134715164,0.487024552,0.469941489
Solving the puzzle of the periodic table - Eric Rosado,Science & Technology,0.69542659,0.093428104,0.456630826,0.240301142
Can you survive nuclear fallout? - Brooke Buddemeier and Jessica S. Wieder,Science & Technology,0.728135471,0.092264217,0.418187674,0.248914796
How to make a mummy - Len Bloch,Science & Technology,0.667208742,0.070887297,0.40724936,0.162989269
How do contraceptives work? - NWHunter,Sex Education,0.747476489,0.083936469,0.419124404,0.282738181
How do focus groups work? - Hector Lanz,Social Psychology,0.672386533,0.150144808,0.420401788,0.323689233
Why do people join cults? - Janja Lalich,Social Psychology,0.646217779,0.089603827,0.421368311,0.269190059
What Aristotle and Joshua Bell can teach us about persuasion - Conor Neill,Social Psychology,0.661095719,0.093780659,0.41341916,0.219925003
Why incompetent people think they're amazing - David Dunning,Social Psychology,0.697793886,0.121963698,0.463196222,0.313906672
Where do superstitions come from? - Stuart Vyse,Social Psychology,0.716315352,0.111563618,0.440249116,0.231137022
Rethinking thinking - Trevor Maber,Social Psychology,0.671925337,0.243770669,0.502127057,0.458856796
How do you know whom to trust? - Ram Neta,Social Psychology,0.730104672,0.048403204,0.384171223,0.175475875
Did ancient Troy really exist? - Einav Zamir Dembin,Social Psychology,0.690574246,0.111785916,0.401233064,0.273864093
The tale of the boy who tricked the Devil - Iseult Gillespie,Social Studies,0.663489164,0.140768653,0.428234402,0.226986392
The basics of the Human Rights Council,Social Studies,0.730456753,0.196376984,0.426164223,0.403883616
"Corruption, wealth and beauty: The history of the Venetian gondola - Laura Morelli",Social Studies,0.689826922,0.112242898,0.458611476,0.413280585
The 4 greatest threats to the survival of humanity,Social Studies,0.67569922,0.146954506,0.495582081,0.305780707
What caused the Rwandan Genocide? - Susanne Buckley-Zistel,Social Studies,0.602861636,0.104110352,0.383161896,0.244361224
"Why is Herodotus called ""The Father of History""? - Mark Robinson",Social Studies,0.711462805,0.112417631,0.480011747,0.315573626
Why salt & pepper?,Social Studies,0.712721288,0.020833333,0.421431247,0.222095645
The history of marriage - Alex Gendler,Social Studies,0.724625909,0.073588702,0.439282866,0.268041752
"One of the most ""dangerous"" men in American history - Keenan Norris",Social Studies,0.677000841,0.128301158,0.402260245,0.359590828
History vs. Christopher Columbus - Alex Gendler,Social Studies,0.734080838,0.09169514,0.44615749,0.287988728
The god who wanted to rule the seas - Raiana McKinney and Esther Wozniak,Social Studies,0.699066536,0.111836401,0.460234274,0.350029496
The dark history of werewolves - Craig Thomson,Social Studies,0.678594592,0.1008809,0.426602948,0.287177672
An unsung hero of the civil rights movement - Christina Greer,Social Studies,0.663453785,0.089641304,0.361797785,0.235065565
The electrifying speeches of Sojourner Truth - Daina Ramey Berry,Social Studies,0.736472099,0.135744691,0.455554014,0.312587349
History vs. Tamerlane the Conqueror - Stephanie Honchell Smith,Social Studies,0.684923368,0.080773195,0.450296143,0.331072288
The ancient origins of the Olympics - Armand D'Angour,Social Studies,0.679836816,0.256904025,0.514233645,0.363616081
A day in the life of a Mongolian queen - Anne F. Broadbridge,Social Studies,0.737165427,0.162189807,0.493741075,0.330452323
Why the Tour de France is so brutal,Social Studies,0.718877427,0.152080908,0.491853591,0.360633239
The woman who stared at the sun - Alex Gendler,Social Studies,0.754665857,0.15290939,0.490431372,0.302362661
Nature's mood rings: How chameleons really change color,Social Studies,0.688633355,0.108447082,0.514964502,0.429339763
"What is Juneteenth, and why is it important? - Karlos K. Hill and Soraya Field Fiorio",Social Studies,0.661946301,0.122499666,0.412603233,0.26351211
How one scientist averted a national health crisis - Andrea Tone,Social Studies,0.674538221,0.092495695,0.390464463,0.202200276
The infamous overpopulation bet: Simon vs. Ehrlich - Soraya Field Fiorio,Social Studies,0.698890459,0.176372103,0.442838791,0.272675009
What did people do before anesthesia? - Sally Frampton,Social Studies,0.719130012,0.054236559,0.433514368,0.270016618
Debunking the myth of the Lost Cause: A lie embedded in American history - Karen L. Cox,Social Studies,0.721084623,0.1621147,0.497145694,0.393369297
The rise of the Ottoman Empire - Mostafa Minawi,Social Studies,0.70619301,0.104301446,0.40948365,0.398662735
"The myth of Jason, Medea, and the Golden Fleece - Iseult Gillespie",Social Studies,0.657564837,0.078112174,0.386335003,0.289824436
How Thor got his hammer - Scott A. Mellor,Social Studies,0.711982658,0.17359249,0.474188847,0.372442048
What really caused the Irish Potato Famine - Stephanie Honchell Smith,Social Studies,0.70650011,0.153116284,0.475634243,0.436756176
The dark history of the overthrow of Hawaii - Sydney Iaukea,Social Studies,0.730600189,0.148333148,0.417859421,0.342175928
The great conspiracy against Julius Caesar - Kathryn Tempest,Social Studies,0.737222838,0.097938808,0.430158464,0.320543054
A brief history of dumplings - Miranda Brown,Social Studies,0.707360167,0.151111829,0.564969487,0.393096536
The Nazis recruited to win the Cold War - Brian Crim,Social Studies,0.711836924,0.076192527,0.377577728,0.171582861
What killed all the bison? - Andrew C. Isenberg,Social Studies,0.676024161,0.146979002,0.449666931,0.362041632
The dangerous race for the South Pole - Elizabeth Leane,Social Studies,0.725707792,0.088175099,0.442382052,0.266229961
Ugly History: The Khmer Rouge murders - Timothy Williams,Social Studies,0.740458476,0.157136377,0.485621016,0.340302759
The most horrifying parasites on the planet,Social Studies,0.687641454,0.077936897,0.409348739,0.238314754
From enslavement to rebel gladiator: The life of Spartacus - Fiona Radford,Social Studies,0.712176391,0.110612593,0.469045047,0.361697874
"Run, sail, or hide? How to survive the destruction of Pompeii - Gary Devore",Social Studies,0.741393291,0.086190476,0.438620942,0.191459755
"Mansa Musa, one of the wealthiest people who ever lived - Jessica Smith",Social Studies,0.714894748,0.110178251,0.427366916,0.370356034
"The Greek myth of Talos, the first robot - Adrienne Mayor",Social Studies,0.735114205,0.063333333,0.432686083,0.229371698
Democracy - A short introduction,Social Studies,0.716457558,0.275504196,0.509122137,0.439917076
How one of the most profitable companies in history rose to power - Adam Clulow,Social Studies,0.708271347,0.101155564,0.444240685,0.272283245
French and English gardens,Social Studies,0.747444134,0.116987179,0.480332258,0.360492892
Who is the fastest god in all mythology? - Iseult Gillespie,Social Studies,0.698774413,0.021764706,0.401616245,0.19897537
History vs. Napoleon Bonaparte - Alex Gendler,Social Studies,0.712098644,0.10204533,0.480471158,0.37688148
The hidden life of Rosa Parks - Rich?? D. Richardson,Social Studies,0.693534405,0.170190546,0.408771359,0.358108884
Why was India split into two countries? - Haimanti Roy,Social Studies,0.672217776,0.120255849,0.41075602,0.323380776
A day in the life of an ancient Babylonian business mogul - Soraya Field Fiorio,Social Studies,0.736410036,0.098566249,0.459667278,0.212975144
The Egyptian myth of the death of Osiris - Alex Gendler,Social Studies,0.603205684,0.101257631,0.429672786,0.250738149
"The legend of Annapurna, Hindu goddess of nourishment - Antara Raychaudhuri and Iseult Gillespie",Social Studies,0.672327932,0.101212121,0.491392371,0.27954681
How did they build the Great Pyramid of Giza? - Soraya Field Fiorio,Social Studies,0.692243125,0.122453372,0.492823444,0.374184801
Does being cold make you sick?,Social Studies,0.667006255,0.102131506,0.441106553,0.373937704
Overpopulation ?€? the human explosion explained,Social Studies,0.617814996,0.072557471,0.369080971,0.224006364
Why don't we cover the desert with solar panels? - Dan Kwartler,Social Studies,0.716142569,0.173776317,0.503948919,0.419214011
What you might not know about the Declaration of Independence - Kenneth C. Davis,Social Studies,0.605855728,0.141407319,0.415575711,0.308797227
"The difference between the United Kingdom, Great Britain and England explained",Social Studies,0.618948609,0.141806723,0.40252977,0.330939725
Did the Amazons really exist? - Adrienne Mayor,Social Studies,0.695795315,0.103505892,0.406283302,0.32968272
Savitri and Satyavan: The legend of the princess who outwitted Death - Iseult Gillespie,Social Studies,0.710373428,0.123877723,0.428920511,0.314981012
A brief history of toilets - Francis de los Reyes,Social Studies,0.662818698,0.048519939,0.37634698,0.274719571
Labor Day: Is it really a necessary holiday?,Social Studies,0.729741304,0.106547619,0.411971682,0.386736011
The rise and fall of the Celtic warriors - Philip Freeman,Social Studies,0.703292606,0.127963849,0.421620236,0.320656344
Can sustainable aviation fuel clean up flying?,Social Studies,0.753844011,0.150186921,0.452997959,0.411979323
Why do we have crooked teeth when our ancestors didn't? - G. Richard Scott,Social Studies,0.70806053,0.080162437,0.442972003,0.265168066
6 myths about the Middle Ages that everyone believes - Stephanie Honchell Smith,Social Studies,0.64686095,0.156502769,0.462523749,0.323777375
History through the eyes of the potato - Leo Bear-McGuinness,Social Studies,0.680775766,0.11252016,0.400395121,0.376480066
The myth of Pegasus and the chimera - Iseult Gillespie,Social Studies,0.696800587,0.135781025,0.464539512,0.360629512
The rise and fall of the medieval Islamic Empire - Petra Sijpesteijn & Birte Kristiansen,Social Studies,0.762647483,0.162530201,0.480681882,0.344184602
How the Normans changed the history of Europe - Mark Robinson,Social Studies,0.679429023,0.199798348,0.499130604,0.333498381
Dr. Sally Ride on Dumb Questions,Social Studies,0.810434245,0.097953216,0.428090479,0.301079634
Do we own the land?,Social Studies,0.653491575,0.096774194,0.364327881,0.044644543
"Why is this 2,500 year old shipwreck so well-preserved? - Helen Farr and Jon Adams",Social Studies,0.640744676,0.142943267,0.428306828,0.232914017
The real history of Cinco de Mayo,Social Studies,0.641744187,0.0625,0.363777393,0.200887143
The scientific origins of the Minotaur - Matt Kaplan,Social Studies,0.70528884,0.080516427,0.440732042,0.262592445
From pacifist to spy: WWII's surprising secret agent - Shrabani Basu,Social Studies,0.689100909,0.048055556,0.386435565,0.134476393
A day in the life of a teenager in medieval Baghdad - Birte Kristiansen and Petra Sijpesteijn,Social Studies,0.70037105,0.07984004,0.395920749,0.167674091
The rise and fall of Italy's warriors-for-hire - Stephanie Honchell Smith,Social Studies,0.703471503,0.113434428,0.471836842,0.358494895
How a case gets to the US Supreme Court,Social Studies,0.788673739,0.219979296,0.551173955,0.485278882
What happened to the lost Kingdom of Kush? - Geoff Emberling,Social Studies,0.643928376,0.084162849,0.442087195,0.290836898
The wars that inspired Game of Thrones - Alex Gendler,Social Studies,0.715076013,0.1562324,0.47628676,0.384501599
One of history's most dangerous myths - Anneliese Mehnert,Social Studies,0.680894683,0.141482803,0.488800304,0.342292012
"History vs. Egypt's ""most powerful"" pharaoh - Jessica Tomkins",Social Studies,0.701313705,0.103663004,0.397444115,0.317742618
Should gas stoves be banned?,Social Studies,0.740829235,0.148178571,0.432416948,0.375491297
Resiliency among the Salmon People in the Yukon Delta,Social Studies,0.847344769,0.054705882,0.397213262,0.197493679
Johann Sebastian Bach's Life (The 3-Minute Version),Social Studies,0.737843076,0.168534348,0.501855998,0.452904106
The history of museums - J. V. Maranto,Social Studies,0.690501157,0.095152984,0.42589783,0.2682225
Why the US Army tried to exterminate the bison,Social Studies,0.710166809,0.020833333,0.391249247,0.331565144
When ancient wisdom beats modern industry - Rebecca Webster,Social Studies,0.724138649,0.1509274,0.518801423,0.337228657
Why plague doctors wore beaked masks,Social Studies,0.732432682,0.108432485,0.483779792,0.407144283
The fascinating history of cemeteries - Keith Eggener,Social Studies,0.682529898,0.102941225,0.408144947,0.370247233
Can you solve the Leonardo da Vinci riddle? - Tanya Khovanova,Social Studies,0.86283158,0.094642576,0.521018728,0.460075455
Why 350 degreeF is the magic number for baking,Social Studies,0.747259698,0.135375494,0.423502757,0.269135325
The hidden treasures of Timbuktu - Elizabeth Cox,Social Studies,0.660462995,0.06540404,0.400552039,0.224937149
"Who were Las Mariposas, and why were they murdered? - Lisa Krause",Social Studies,0.687742102,0.143428332,0.497058303,0.33839543
A day in the life of a Peruvian shaman - Gabriel Prieto,Social Studies,0.677366388,0.069266114,0.342751734,0.192409067
"What few people know about the program that ""saved"" America - Meg Jacobs",Social Studies,0.693342171,0.118819998,0.42036399,0.320947229
The princess who rewrote history - Leonora Neville,Social Studies,0.641683223,0.111210609,0.420689353,0.314305883
Why is Marie Antoinette so controversial? - Carolyn Harris,Social Studies,0.742826762,0.141633433,0.432206407,0.395146709
Ugly History: The 1937 Haitian Massacre - Edward Paulino,Social Studies,0.693154969,0.077220942,0.43065674,0.409223075
The problem with the U.S. bail system - Camilo Ramirez,Social Studies,0.691769399,0.167410527,0.515262529,0.465385386
What can DNA tests really tell us about our ancestry? - Prosanta Chakrabarty,Social Studies,0.783414304,0.073031674,0.488906455,0.420409744
The movement that inspired the Holocaust - Alexandra Minna Stern and Natalie Lira,Social Studies,0.81393727,0.075333874,0.392907184,0.292406378
History vs. Augustus - Alex Gendler and Peta Greenfield,Social Studies,0.710819448,0.09629304,0.467157733,0.380490496
The Silk Road: Connecting the ancient world through trade - Shannon Harris Castelo,Social Studies,0.675933843,0.204870071,0.505378754,0.355195647
Where did Russia come from? - Alex Gendler,Social Studies,0.690383427,0.102474422,0.455450524,0.378147039
How Progressivism Happened,Social Studies,0.672990975,0.09212963,0.377986119,0.186710693
What is a butt tuba and why is it in medieval art? - Michelle Brown,Social Studies,0.657575567,0.094350651,0.443824542,0.275541578
The Maya myth of the morning star,Social Studies,0.713377869,0.172151765,0.432804348,0.329467989
The history of the world according to cats - Eva-Maria Geigl,Social Studies,0.696873015,0.089594754,0.447083949,0.306174665
The breathtaking courage of Harriet Tubman - Janell Hobson,Social Studies,0.782528863,0.054385965,0.412805907,0.221068473
Why do we celebrate Groundhog Day?,Social Studies,0.802653748,0.133928571,0.453044658,0.329664582
Can you solve the dragon jousting riddle? - Alex Gendler,Social Studies,0.700666136,0.063119357,0.41144556,0.2526671
The Akune brothers: Siblings on opposite sides of war - Wendell Oshiro,Social Studies,0.711064674,0.117250386,0.46854742,0.251233585
"""Other"": A brief history of American xenophobia",Social Studies,0.746849752,0.190388016,0.490183969,0.402422387
World War I in 6 Minutes,Social Studies,0.71993562,0.106557422,0.39487276,0.332956636
Why don't country flags use the color purple?,Social Studies,0.702067904,0.06547619,0.377602331,0.337847014
A day in the life of an Aztec midwife - Kay Read,Social Studies,0.750390034,0.160469766,0.46574205,0.190932311
Prohibition: Banning alcohol was a bad idea... - Rod Phillips,Social Studies,0.661574667,0.06011643,0.450204448,0.323656311
How to turn protest into powerful change - Eric Liu,Social Studies,0.680661886,0.062080035,0.450267438,0.234207487
The History of Saint Patrick,Social Studies,0.763499295,0.076506064,0.423013651,0.312861717
The California gold rush: an American story,Social Studies,0.780736485,0.047619048,0.461314406,0.157778443
"Why did the British Empire burn, sink, and hide these documents? - Audra A. Dipt??e",Social Studies,0.738680896,0.079046189,0.428725635,0.295605621
Is there any truth to the King Arthur legends? - Alan Lupack,Social Studies,0.752697357,0.133924415,0.445055699,0.367675134
Mao Zedong's infamous mango cult - Vivian Jiang,Social Studies,0.690092261,0.149512106,0.466369421,0.279802424
Why were there three popes at the same time? - Jo??lle Rollo-Koster,Social Studies,0.670569489,0.129313883,0.421391963,0.322291566
The dark history of Mount Rushmore - Ned Blackhawk and Jeffrey D. Means,Social Studies,0.635451378,0.055478948,0.326540836,0.207529862
How stress affects your body - Sharon Horesh Bergquist,Social Studies,0.680932085,0.081431419,0.40904789,0.220024894
Population pyramids: Powerful predictors of the future - Kim Preshoff,Social Studies,0.716962367,0.117753603,0.396054386,0.297793584
The myth of Hades and Persephone - Iseult Gillespie,Social Studies,0.73949568,0.137238529,0.469484944,0.335282262
The Romans flooded the Colosseum for sea battles - Janelle Peters,Social Studies,0.678564734,0.143011582,0.444093853,0.31391508
Zumbi: The last king of Palmares - Marc Adam Hertzman & Flavio dos Santos Gomes,Social Studies,0.722881644,0.157968524,0.479986154,0.336088241
Ugly History: The El Mozote Murders - Diana Sierra Becerra,Social Studies,0.688850242,0.199197243,0.522645216,0.35486823
The secret society of the Great Dismal Swamp - Dan Sayers,Social Studies,0.702225312,0.092051282,0.375966466,0.320959458
Picture a perfect society. What does it look like? - Joseph Lacey,Social Studies,0.744066427,0.109711357,0.486402976,0.349493684
The imaginary king who changed the real world - Matteo Salvadore,Social Studies,0.639129586,0.147485433,0.425422366,0.289139815
"The science behind the myth: Homer's ""Odyssey"" - Matt Kaplan",Social Studies,0.700693785,0.149033775,0.458294276,0.320667881
History vs. Genghis Khan - Alex Gendler,Social Studies,0.667886541,0.113634989,0.465776864,0.356930434
How dangerous was it to be a jester? - Beatrice K. Otto,Social Studies,0.698297949,0.108121345,0.392851678,0.253417761
A day in the life of the Oracle of Delphi - Mark Robinson,Social Studies,0.681511776,0.158119341,0.481211022,0.259226
5 Things You May Not Have Known About Houdini,Social Studies,0.732946145,0.13924758,0.463497896,0.343049081
A Warrior's Cry Against Child Marriage,Social Studies,0.331951893,0.055007003,0.232804399,0.110813713
What makes muscles grow? - Jeffrey Siegel,Social Studies,0.772459404,0.155027913,0.463771914,0.423194633
"How you could get away with murder in Yellowstone's ""Zone of Death""",Social Studies,0.728164681,0.143114054,0.519454562,0.448705926
Why do India and China have so many people?,Social Studies,0.696543154,0.099925405,0.417214042,0.327478078
How can countries measure the well-being of their citizens?,Social Studies,0.700626167,0.133593502,0.469890709,0.31360986
The last chief of the Comanches and the fall of an empire - Dustin Tahmahkera,Social Studies,0.74736176,0.074090909,0.385412838,0.192361068
A day in the life of an ancient Egyptian doctor - Elizabeth Cox,Social Studies,0.648892963,0.080670024,0.434323481,0.173176175
It's a church. It's a mosque. It's Hagia Sophia. - Kelly Wall,Social Studies,0.775040807,0.136738187,0.360936639,0.255243872
A brief history of divorce - Rod Phillips,Social Studies,0.645868921,0.120277778,0.405492356,0.311362325
Harvey Milk's radical vision of equality - Lillian Faderman,Social Studies,0.767500181,0.156226532,0.438656498,0.348220013
The rise of modern populism - Takis S. Pappas,Social Studies,0.659636171,0.093245529,0.464316373,0.43590959
The myth of Jason and the Argonauts - Iseult Gillespie,Social Studies,0.658160538,0.07124613,0.352402009,0.182407198
Why every world map is wrong - Kayla Wolf,Social Studies,0.666135556,0.081786146,0.414224084,0.252840992
"Human, capital & natural resources for kids | Types of resources",Social Studies,0.738177523,0.218508858,0.506464362,0.39079493
How horses changed history - William T. Taylor,Social Studies,0.699491216,0.106805195,0.433459199,0.36239132
Why do we eat popcorn at the movies? - Andrew Smith,Social Studies,0.690143731,0.090875864,0.375800241,0.303178332
Why is Texas hold 'em so popular? - James McManus,Social Studies,0.737498677,0.099569892,0.428455345,0.322049247
History's deadliest king - Georges Nzongola-Ntalaja,Social Studies,0.689510444,0.149735542,0.401467188,0.272146758
Are GMOs good or bad?,Social Studies,0.75540709,0.019230769,0.356046237,0.1216217
A day in the life of a teenage samurai - Constantine N. Vaporis,Social Studies,0.681921697,0.039061402,0.373499523,0.176901745
Why is the US Constitution so hard to amend? - Peter Paccone,Social Studies,0.705760499,0.09976268,0.35297764,0.303281849
NASA's first software engineer: Margaret Hamilton - Matt Porter and Margaret Hamilton,Social Studies,0.724012075,0.09766794,0.382875944,0.268379423
The myth of Thor's journey to the land of giants - Scott A. Mellor,Social Studies,0.733188601,0.152817621,0.409291106,0.324810427
Facts about pumpkins you never knew,Social Studies,0.748760487,0.069047619,0.395703272,0.323944446
How the Monkey King escaped the underworld - Shunan Teng,Social Studies,0.655602438,0.134452809,0.451884059,0.2145236
What happened when these 6 dictators took over - Stephanie Honchell Smith,Social Studies,0.679164782,0.085253242,0.447077277,0.307103109
The Japanese folktale of the selfish scholar - Iseult Gillespie,Social Studies,0.678981803,0.087524309,0.40246007,0.223770914
The dark history of the Chinese Exclusion Act - Robert Chang,Social Studies,0.650323639,0.130207072,0.436118522,0.303168012
